Time(ms),Temp(C),Pressure(hPa),Alt(m),FiltAlt(m),AccX(g),AccY(g),AccZ(g),GyroX(deg/s),GyroY(deg/s),GyroZ(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),LM35Temp(C)
42715,22.21,997.90,128.81,128.42,0.04,-0.07,1.15,4.66,-0.89,10.77,53.13,77.01,487.45,21.48
42747,22.21,997.90,128.81,128.50,0.03,-0.07,1.15,4.66,-1.02,10.80,53.12,77.00,487.79,21.00
42781,22.20,997.83,129.37,128.68,0.04,-0.07,1.15,4.88,0.31,11.17,53.13,77.03,488.17,21.00
42813,22.20,997.83,129.37,128.82,0.05,-0.07,1.15,4.71,-0.71,10.89,53.14,77.02,488.51,21.00
42845,22.20,997.83,129.37,128.93,0.04,-0.07,1.15,4.85,-0.96,10.88,53.14,77.01,488.86,21.00
42876,22.20,997.79,129.71,129.08,0.03,-0.07,1.16,4.89,-0.99,11.09,53.14,77.01,489.21,21.00
42908,22.20,997.79,129.71,129.21,0.03,-0.07,1.16,4.91,-0.76,11.60,53.15,77.01,489.58,21.48
42942,22.20,997.79,129.71,129.31,0.05,-0.07,1.14,4.56,-0.67,11.06,53.15,77.00,489.95,20.51
42973,22.21,997.78,129.83,129.42,0.04,-0.07,1.14,4.54,-1.50,10.93,53.15,76.97,490.29,20.51
43004,22.21,997.78,129.83,129.50,0.04,-0.07,1.15,4.68,-1.02,10.88,53.14,76.97,490.63,20.51
43036,22.21,997.78,129.83,129.56,0.04,-0.07,1.16,4.46,-0.94,11.08,53.13,76.96,490.98,21.00
43068,22.21,997.76,130.01,129.65,0.03,-0.07,1.16,4.86,-0.21,11.47,53.14,76.98,491.35,21.00
43099,22.21,997.76,130.01,129.72,0.05,-0.07,1.14,4.53,-0.18,10.89,53.13,76.99,491.70,21.48
43133,22.21,997.76,130.01,129.78,0.04,-0.07,1.15,4.51,-1.09,10.86,53.12,76.98,492.06,20.51
43165,22.20,997.69,130.56,129.94,0.04,-0.07,1.15,4.50,-0.60,11.25,53.12,76.98,492.42,21.48
43197,22.20,997.69,130.56,130.06,0.03,-0.07,1.15,4.95,-0.10,11.14,53.13,77.01,492.78,21.00
43229,22.20,997.69,130.56,130.16,0.05,-0.07,1.14,4.60,-0.13,10.91,53.12,77.01,493.12,21.48
43260,22.20,997.69,130.93,130.32,0.03,-0.07,1.15,4.60,-0.80,10.71,53.12,77.01,493.46,21.00
43294,22.20,997.64,130.97,130.45,0.03,-0.07,1.15,4.51,-0.30,11.20,53.12,77.03,493.84,20.02
43326,22.20,997.64,130.97,130.55,0.03,-0.06,1.16,4.83,0.24,11.37,53.13,77.06,494.20,21.48
43357,22.20,997.64,130.97,130.63,0.04,-0.08,1.14,4.80,-0.18,10.96,53.12,77.08,494.54,20.51
43388,22.20,997.58,131.50,130.81,0.05,-0.07,1.15,4.79,-1.47,11.03,53.12,77.04,494.88,20.02
43420,22.20,997.58,131.50,130.95,0.03,-0.07,1.15,4.68,-1.21,10.67,53.11,77.03,495.22,21.00
43452,22.20,997.58,131.50,131.06,0.04,-0.07,1.15,4.54,-0.83,11.15,53.11,77.02,495.58,21.00
43485,22.20,997.53,131.95,131.24,0.04,-0.08,1.14,4.95,-0.48,11.41,53.12,77.02,495.96,21.48
43516,22.20,997.53,131.95,131.38,0.05,-0.07,1.15,4.43,-0.54,10.99,53.10,77.01,496.30,20.51
43548,22.20,997.53,131.95,131.49,0.04,-0.07,1.15,4.59,-0.67,10.47,53.10,77.01,496.63,21.48
43580,22.21,997.51,132.10,131.62,0.03,-0.07,1.14,4.66,-0.42,10.83,53.10,77.03,496.98,21.00
43611,22.21,997.51,132.10,131.71,0.03,-0.06,1.15,4.92,-0.63,11.51,53.11,77.03,497.35,20.51
43643,22.21,997.51,132.10,131.79,0.04,-0.07,1.14,4.85,-0.45,11.02,53.11,77.04,497.69,21.48
43677,22.21,997.45,132.60,131.95,0.03,-0.07,1.15,4.62,-0.89,10.76,53.12,77.04,498.06,20.51
43709,22.21,997.45,132.60,132.08,0.03,-0.07,1.16,4.63,-0.71,10.85,53.12,77.04,498.40,20.51
43741,22.21,997.45,132.60,132.18,0.04,-0.06,1.15,4.91,-0.77,11.38,53.13,77.04,498.77,21.00
43772,22.21,997.41,132.89,132.33,0.04,-0.07,1.14,4.60,-0.71,10.91,53.12,77.04,499.10,21.48
43804,22.21,997.41,132.89,132.44,0.05,-0.07,1.14,4.59,-1.08,10.89,53.12,77.02,499.45,20.51
43838,22.21,997.41,132.89,132.53,0.04,-0.06,1.15,4.69,-1.31,10.86,53.13,76.99,499.82,21.48
43869,22.20,997.36,133.34,132.69,0.03,-0.07,1.15,4.71,-0.79,11.20,53.13,77.00,500.17,21.00
43900,22.20,997.36,133.34,132.82,0.04,-0.08,1.16,4.89,-0.30,11.15,53.12,77.01,500.52,21.48
43932,22.20,997.36,133.34,132.93,0.05,-0.07,1.15,4.42,-0.44,10.94,53.12,77.01,500.87,20.51
43964,22.21,997.35,133.42,133.02,0.04,-0.07,1.14,4.50,-0.89,10.68,53.11,77.00,501.21,21.00
43995,22.21,997.35,133.42,133.10,0.04,-0.07,1.15,4.63,-0.41,10.76,53.11,77.01,501.55,21.00
44029,22.21,997.35,133.42,133.16,0.04,-0.07,1.14,4.79,0.19,11.06,53.12,77.04,501.92,21.00
44061,22.20,997.31,133.80,133.29,0.04,-0.07,1.14,4.66,-0.27,10.82,53.12,77.04,502.26,20.51
44093,22.20,997.31,133.80,133.40,0.05,-0.07,1.14,4.79,-0.77,10.68,53.12,77.03,502.60,21.48
44125,22.20,997.31,133.80,133.48,0.04,-0.07,1.15,4.85,-0.73,10.85,53.13,77.03,502.95,21.00
44156,22.21,997.27,134.11,133.60,0.03,-0.06,1.15,4.91,-1.08,11.55,53.14,77.03,503.31,20.51
44190,22.21,997.27,134.11,133.71,0.04,-0.07,1.14,4.53,-0.27,10.94,53.14,77.04,503.68,21.00
44222,22.21,997.27,134.11,133.79,0.04,-0.06,1.15,4.72,-1.46,11.00,53.15,77.01,504.03,21.00
44253,22.20,997.19,134.80,133.99,0.04,-0.07,1.14,4.57,-1.15,10.77,53.14,77.00,504.37,20.51
44284,22.20,997.19,134.80,134.15,0.03,-0.07,1.16,4.59,-0.51,11.06,53.14,77.01,504.71,21.48
44316,22.20,997.19,134.80,134.28,0.03,-0.07,1.16,4.72,0.07,11.35,53.13,77.04,505.07,21.48
44348,22.21,997.20,134.73,134.37,0.05,-0.08,1.15,4.59,-0.02,10.77,53.12,77.05,505.42,20.51
44381,22.21,997.20,134.73,134.44,0.04,-0.07,1.15,4.48,-0.73,10.62,53.12,77.05,505.77,20.51
44412,22.21,997.20,134.73,134.50,0.04,-0.07,1.14,4.65,-0.44,10.86,53.12,77.06,506.11,20.51
44444,22.21,997.15,135.09,134.62,0.03,-0.06,1.16,4.95,-0.38,11.35,53.13,77.07,506.47,21.00
44476,22.21,997.15,135.09,134.71,0.04,-0.08,1.14,4.86,-0.34,11.09,53.13,77.07,506.82,21.00
44507,22.21,997.15,135.09,134.79,0.04,-0.07,1.15,4.60,-1.35,10.94,53.12,77.05,507.17,21.00
44541,22.20,997.10,135.53,134.94,0.03,-0.07,1.15,4.66,-0.42,10.91,53.13,77.06,507.53,21.00
44573,22.20,997.10,135.53,135.06,0.03,-0.06,1.15,5.08,-0.67,11.46,53.14,77.07,507.90,21.00
44605,22.20,997.10,135.53,135.15,0.04,-0.07,1.14,4.92,-0.59,11.28,53.15,77.07,508.26,21.48
44637,22.21,997.06,135.92,135.31,0.04,-0.06,1.14,4.42,-1.35,10.85,53.14,77.04,508.61,21.00
44668,22.21,997.06,135.92,135.43,0.04,-0.07,1.14,4.39,-0.99,10.86,53.13,77.03,508.95,21.00
44700,22.21,997.06,135.92,135.53,0.03,-0.07,1.15,4.56,-0.47,11.00,53.12,77.04,509.30,20.02
44734,22.20,997.04,136.09,135.64,0.04,-0.07,1.15,4.69,-0.50,11.20,53.13,77.04,509.68,21.00
44765,22.20,997.04,136.09,135.73,0.04,-0.07,1.14,4.60,-0.30,10.85,53.12,77.05,510.02,21.48
44796,22.20,997.04,136.09,135.80,0.04,-0.07,1.14,4.53,-0.86,10.53,53.11,77.04,510.34,21.00
44828,22.20,996.98,136.57,135.95,0.03,-0.07,1.15,4.76,-0.60,10.94,53.11,77.05,510.69,20.51
44860,22.20,996.98,136.57,136.08,0.04,-0.06,1.15,4.92,-0.77,11.52,53.12,77.04,511.06,21.00
44891,22.20,996.98,136.57,136.18,0.04,-0.07,1.13,4.85,-0.65,11.14,53.12,77.04,511.42,21.48
44925,22.21,996.93,136.99,136.34,0.04,-0.07,1.15,4.71,-0.92,10.51,53.13,77.04,511.76,21.48
44957,22.21,996.93,136.99,136.47,0.04,-0.06,1.15,4.68,-0.77,10.99,53.13,77.03,512.12,21.00
44989,22.21,996.93,136.99,136.57,0.03,-0.07,1.15,5.01,-0.60,11.61,53.14,77.04,512.49,21.00
45021,22.20,996.86,137.53,136.76,0.04,-0.07,1.14,4.79,-0.51,11.23,53.15,77.04,512.85,21.48
45052,22.20,996.86,137.53,136.92,0.05,-0.07,1.15,4.69,-1.17,10.91,53.14,77.02,513.18,20.51
45086,22.20,996.86,137.53,137.04,0.04,-0.07,1.15,4.68,-0.71,10.80,53.15,77.02,513.55,20.51
45118,22.20,996.85,137.67,137.16,0.03,-0.07,1.15,4.92,-0.53,11.32,53.16,77.03,513.91,21.00
45149,22.20,996.85,137.67,137.27,0.04,-0.07,1.15,4.85,-0.41,11.22,53.16,77.04,514.26,21.00
45180,22.20,996.85,137.67,137.35,0.05,-0.06,1.14,4.65,-0.67,11.12,53.16,77.03,514.61,20.51
45212,22.20,996.79,138.17,137.51,0.04,-0.07,1.14,4.63,-1.14,10.70,53.16,77.01,514.95,21.00
45244,22.20,996.79,138.17,137.64,0.03,-0.07,1.15,4.48,-0.56,10.64,53.15,77.03,515.29,21.00
45277,22.20,996.79,138.17,137.75,0.04,-0.06,1.15,4.85,-0.13,11.28,53.17,77.05,515.66,21.00
45308,22.21,996.77,138.33,137.86,0.04,-0.07,1.15,4.80,0.13,11.05,53.16,77.07,516.00,20.02
45340,22.21,996.77,138.33,137.95,0.04,-0.06,1.14,4.48,-0.57,11.05,53.16,77.07,516.36,21.00
45372,22.21,996.77,138.33,138.03,0.03,-0.07,1.15,4.56,-0.79,10.68,53.15,77.07,516.70,21.00
45403,22.21,996.75,138.53,138.13,0.04,-0.06,1.16,4.72,-0.57,11.02,53.16,77.07,517.05,21.00
45437,22.21,996.75,138.53,138.21,0.03,-0.07,1.15,4.72,-0.04,11.08,53.16,77.09,517.42,21.00
45469,22.21,996.75,138.53,138.27,0.05,-0.06,1.15,4.60,-0.54,10.80,53.17,77.09,517.76,21.00
45501,22.21,996.71,138.88,138.39,0.04,-0.07,1.14,4.66,-0.82,10.64,53.16,77.08,518.10,21.48
45533,22.21,996.71,138.88,138.49,0.04,-0.07,1.15,4.62,-0.24,10.83,53.16,77.10,518.45,21.00
45564,22.21,996.71,138.88,138.57,0.03,-0.06,1.16,4.89,-0.68,11.43,53.17,77.10,518.80,21.48
45596,22.21,996.67,139.21,138.70,0.04,-0.07,1.14,4.91,-0.54,11.18,53.18,77.10,519.16,19.53
45630,22.21,996.67,139.21,138.80,0.04,-0.06,1.15,4.63,-0.83,10.76,53.19,77.09,519.53,21.00
45661,22.21,996.67,139.21,138.88,0.03,-0.07,1.15,4.59,-1.49,10.79,53.17,77.07,519.86,21.48
45692,22.21,996.64,139.42,138.99,0.04,-0.06,1.15,4.48,-0.82,11.35,53.17,77.07,520.21,21.00
45724,22.21,996.64,139.42,139.07,0.04,-0.07,1.15,4.74,-0.28,11.28,53.17,77.08,520.58,20.51
45756,22.21,996.64,139.42,139.14,0.05,-0.07,1.14,4.50,-0.24,10.86,53.16,77.09,520.92,21.48
45789,22.21,996.59,139.82,139.28,0.04,-0.07,1.15,4.43,-1.11,10.71,53.15,77.07,521.28,21.48
45820,22.21,996.59,139.82,139.39,0.03,-0.07,1.16,4.77,-0.56,10.96,53.15,77.08,521.62,20.51
45852,22.21,996.59,139.82,139.47,0.04,-0.07,1.15,4.66,0.14,11.31,53.14,77.11,521.98,20.51
45884,22.21,996.58,139.96,139.57,0.04,-0.07,1.14,4.62,0.14,11.17,53.14,77.13,522.34,21.48
45915,22.21,996.58,139.96,139.65,0.06,-0.05,1.14,5.05,-1.14,11.67,53.17,77.09,522.71,21.00
45947,22.21,996.58,139.96,139.71,0.03,-0.07,1.14,4.57,-1.55,10.45,53.16,77.07,523.03,20.51
45981,22.21,996.53,140.39,139.84,0.03,-0.06,1.15,5.11,-0.27,11.57,53.19,77.09,523.43,20.51
46013,22.21,996.53,140.39,139.95,0.04,-0.07,1.14,4.89,-0.24,11.08,53.19,77.10,523.78,21.48
46045,22.21,996.53,140.39,140.04,0.05,-0.07,1.15,4.62,-1.20,11.05,53.19,77.07,524.13,21.00
46076,22.21,996.49,140.68,140.17,0.04,-0.07,1.14,4.74,-1.37,10.86,53.18,77.05,524.47,20.51
46108,22.21,996.49,140.68,140.27,0.03,-0.07,1.15,4.88,-1.12,11.09,53.19,77.04,524.83,21.00
46140,22.21,996.49,140.68,140.35,0.03,-0.07,1.15,4.77,-0.56,11.51,53.19,77.05,525.19,21.00
46170,22.21,996.46,140.99,140.48,0.04,-0.07,1.14,4.66,-0.01,11.03,53.18,77.07,525.54,20.02
46202,22.21,996.46,140.99,140.58,0.05,-0.07,1.15,4.39,-0.10,10.80,53.17,77.08,525.87,21.00
46234,22.21,996.46,140.99,140.66,0.04,-0.07,1.15,4.43,-0.60,10.77,53.16,77.08,526.22,20.02
46265,22.21,996.39,141.51,140.83,0.04,-0.08,1.14,4.77,-1.20,10.89,53.15,77.06,526.55,21.48
46296,22.21,996.39,141.51,140.97,0.03,-0.06,1.15,4.92,-0.82,11.32,53.16,77.07,526.90,21.00
46336,22.21,996.39,141.51,141.07,0.04,-0.07,1.15,4.50,-0.53,10.51,53.18,77.06,527.32,21.48
46368,22.21,996.37,141.68,141.20,0.04,-0.07,1.16,4.79,-0.08,11.23,53.19,77.09,527.68,21.48
46400,22.21,996.37,141.68,141.29,0.03,-0.07,1.15,4.89,0.04,11.11,53.19,77.12,528.04,20.51
46431,22.21,996.37,141.68,141.37,0.05,-0.07,1.14,4.71,-0.67,11.02,53.18,77.11,528.38,21.48
46462,22.21,996.27,142.51,141.60,0.04,-0.07,1.14,4.56,-1.14,10.93,53.18,77.09,528.72,19.53
46494,22.21,996.27,142.51,141.78,0.03,-0.07,1.16,4.51,-0.86,10.73,53.17,77.09,529.06,21.00
46528,22.21,996.27,142.51,141.93,0.03,-0.07,1.16,4.83,-0.65,11.51,53.18,77.09,529.45,21.00
46559,22.21,996.26,142.61,142.06,0.04,-0.07,1.15,4.69,0.14,11.20,53.18,77.11,529.80,21.00
46590,22.21,996.26,142.61,142.17,0.05,-0.06,1.14,4.37,-0.50,10.57,53.17,77.10,530.13,19.53
46622,22.21,996.26,142.61,142.26,0.04,-0.07,1.15,4.79,-0.83,10.86,53.17,77.09,530.48,21.48
46654,22.21,996.22,143.00,142.41,0.03,-0.07,1.15,4.80,-0.74,10.89,53.17,77.10,530.83,20.51
46687,22.21,996.22,143.00,142.53,0.04,-0.07,1.14,4.98,-0.02,11.41,53.19,77.12,531.20,21.00
46718,22.21,996.22,143.00,142.62,0.04,-0.07,1.14,4.51,-0.85,11.20,53.17,77.10,531.55,20.51
46750,22.20,996.18,143.30,142.76,0.05,-0.06,1.13,4.68,-1.63,10.89,53.17,77.06,531.90,20.51
46782,22.20,996.18,143.30,142.87,0.03,-0.07,1.15,4.56,-1.18,10.86,53.17,77.05,532.25,20.51
46813,22.20,996.18,143.30,142.96,0.05,-0.06,1.15,4.51,-0.47,10.97,53.16,77.05,532.59,21.00
46844,22.21,996.15,143.53,143.07,0.03,-0.07,1.15,4.82,0.17,11.18,53.16,77.08,532.93,21.00
46878,22.21,996.15,143.53,143.16,0.05,-0.07,1.14,4.56,-0.99,10.85,53.17,77.06,533.30,21.48
46910,22.21,996.15,143.53,143.23,0.04,-0.06,1.14,4.59,-1.08,10.71,53.17,77.05,533.64,21.00
46941,22.20,996.11,143.91,143.37,0.04,-0.07,1.15,4.53,-0.59,10.80,53.15,77.05,533.98,21.48
46972,22.20,996.11,143.91,143.48,0.03,-0.07,1.15,4.71,-0.19,10.96,53.15,77.07,534.32,20.02
47004,22.20,996.11,143.91,143.56,0.03,-0.07,1.15,4.97,-0.22,11.38,53.16,77.09,534.68,20.51
47038,22.21,996.06,144.30,143.71,0.05,-0.06,1.14,4.46,-0.63,10.79,53.17,77.08,535.05,21.48
47069,22.21,996.06,144.30,143.83,0.04,-0.06,1.14,4.80,-1.49,10.64,53.17,77.06,535.38,20.02
47100,22.21,996.06,144.30,143.92,0.04,-0.07,1.15,4.86,-1.21,10.96,53.17,77.04,535.72,21.00
47132,22.21,996.03,144.57,144.05,0.04,-0.06,1.15,4.79,-0.88,11.37,53.17,77.04,536.08,20.51
47164,22.21,996.03,144.57,144.15,0.03,-0.07,1.15,5.01,-0.68,11.54,53.18,77.04,536.45,21.00
47195,22.21,996.03,144.57,144.24,0.05,-0.07,1.14,4.53,-0.47,10.82,53.18,77.04,536.80,21.48
47229,22.21,996.01,144.76,144.34,0.04,-0.07,1.15,4.74,-1.49,10.89,53.18,77.01,537.16,21.00
47261,22.21,996.01,144.76,144.42,0.03,-0.06,1.15,4.45,-0.97,11.02,53.18,77.00,537.51,21.00
47293,22.21,996.01,144.76,144.49,0.04,-0.06,1.15,4.82,-0.44,11.34,53.18,77.01,537.87,20.51
47325,22.21,996.01,145.02,144.60,0.04,-0.07,1.14,4.66,0.14,11.17,53.18,77.04,538.23,21.00
47356,22.21,995.97,145.05,144.69,0.05,-0.07,1.14,4.37,-0.42,10.70,53.17,77.04,538.56,21.00
47388,22.21,995.97,145.05,144.76,0.04,-0.07,1.15,4.69,-1.09,10.82,53.17,77.02,538.91,21.00
47418,22.21,995.97,145.05,144.82,0.04,-0.07,1.14,4.63,-1.15,10.54,53.16,77.01,539.22,20.51
47449,22.20,995.94,145.33,144.92,0.04,-0.07,1.15,4.46,-0.42,10.94,53.14,77.02,539.56,20.51
47481,22.20,995.94,145.33,145.00,0.03,-0.06,1.15,4.74,0.10,11.25,53.15,77.05,539.92,20.51
47513,22.20,995.94,145.33,145.07,0.04,-0.07,1.15,4.82,0.14,10.97,53.15,77.08,540.27,21.00
47544,22.21,995.92,145.48,145.15,0.04,-0.07,1.14,4.60,-0.91,10.88,53.15,77.07,540.61,20.51
47577,22.21,995.92,145.48,145.22,0.04,-0.07,1.15,4.79,-0.77,10.67,53.15,77.06,540.96,21.00
47609,22.21,995.92,145.48,145.27,0.04,-0.07,1.15,4.82,-1.08,10.93,53.16,77.05,541.31,21.00
47641,22.20,995.86,145.98,145.41,0.03,-0.07,1.15,4.95,-0.74,11.57,53.17,77.06,541.68,21.48
47672,22.20,995.86,145.98,145.52,0.04,-0.07,1.15,4.79,-0.50,11.26,53.16,77.06,542.03,21.00
47703,22.20,995.86,145.98,145.61,0.05,-0.07,1.14,4.54,-0.79,11.02,53.15,77.05,542.37,21.00
47735,22.20,995.83,146.29,145.75,0.04,-0.06,1.14,4.40,-0.88,10.59,53.15,77.04,542.71,21.48
47769,22.20,995.83,146.29,145.86,0.03,-0.06,1.15,4.72,-0.59,11.15,53.16,77.04,543.09,20.51
47800,22.20,995.83,146.29,145.94,0.04,-0.06,1.15,4.76,-0.07,11.29,53.16,77.06,543.44,20.02
47831,22.20,995.81,146.42,146.04,0.04,-0.07,1.15,4.86,0.02,11.12,53.16,77.08,543.79,21.00
47863,22.20,995.81,146.42,146.11,0.04,-0.07,1.15,4.77,-1.00,11.05,53.17,77.06,544.14,20.51
47895,22.20,995.81,146.42,146.17,0.04,-0.07,1.15,4.80,-1.47,10.74,53.17,77.03,544.48,21.48
47992,22.20,995.79,146.59,146.26,0.05,-0.07,1.14,4.65,-0.36,11.11,53.47,77.01,545.56,20.02
48024,22.20,995.72,147.20,146.45,0.04,-0.06,1.15,4.91,-1.60,10.86,53.48,76.97,545.91,21.00
48055,22.20,995.72,147.20,146.60,0.04,-0.07,1.14,4.72,-1.21,10.79,53.46,76.96,546.24,20.51
48086,22.20,995.72,147.20,146.72,0.04,-0.07,1.15,4.57,-0.94,11.05,53.44,76.95,546.59,20.51
48118,22.21,995.70,147.34,146.84,0.04,-0.06,1.15,5.05,-0.27,11.37,53.45,76.97,546.95,20.51
48150,22.21,995.70,147.34,146.94,0.04,-0.06,1.14,4.89,0.30,11.15,53.46,76.99,547.31,20.02
48183,22.21,995.70,147.34,147.02,0.05,-0.06,1.14,4.37,-0.70,10.68,53.45,76.98,547.66,21.00
48214,22.21,995.67,147.63,147.14,0.04,-0.07,1.15,4.62,-0.77,10.70,53.44,76.98,547.99,20.51
48246,22.21,995.67,147.63,147.24,0.04,-0.07,1.16,4.54,-0.53,10.96,53.43,76.99,548.34,20.51
48278,22.21,995.67,147.63,147.32,0.04,-0.06,1.15,4.91,-0.24,11.35,53.43,77.00,548.70,21.00
48309,22.21,995.62,148.05,147.46,0.04,-0.06,1.14,4.80,-0.48,11.34,53.43,77.01,549.06,21.00
48342,22.21,995.62,148.05,147.58,0.04,-0.07,1.14,4.88,-1.43,10.93,53.43,76.98,549.42,20.02
48374,22.21,995.62,148.05,147.68,0.04,-0.07,1.13,4.51,-1.55,11.00,53.42,76.96,549.77,20.51
48406,22.21,995.57,148.48,147.84,0.03,-0.07,1.15,4.74,-0.92,11.11,53.42,76.96,550.12,20.51
48437,22.21,995.57,148.48,147.97,0.04,-0.06,1.15,4.83,-0.15,11.18,53.42,76.98,550.47,21.48
48468,22.21,995.57,148.48,148.07,0.04,-0.06,1.14,5.09,0.19,11.35,53.43,77.00,550.82,20.51
48500,22.21,995.55,148.61,148.18,0.04,-0.06,1.14,4.46,-0.24,10.74,53.42,77.01,551.17,20.51
48534,22.21,995.55,148.61,148.26,0.03,-0.07,1.15,4.65,-0.74,10.65,53.42,77.01,551.53,21.00
48565,22.21,995.55,148.61,148.33,0.04,-0.07,1.15,4.68,-0.34,11.25,53.41,77.03,551.88,21.00
48596,22.21,995.52,148.91,148.45,0.03,-0.06,1.16,4.92,-0.12,11.47,53.41,77.05,552.23,21.00
48628,22.21,995.52,148.91,148.54,0.04,-0.07,1.15,4.82,-0.01,11.08,53.41,77.07,552.59,20.51
48660,22.21,995.52,148.91,148.61,0.04,-0.06,1.13,4.68,-1.34,11.02,53.41,77.04,552.94,20.51
48691,22.21,995.49,149.13,148.71,0.04,-0.06,1.14,4.51,-1.31,10.74,53.39,77.02,553.27,20.51
48724,22.21,995.49,149.13,148.80,0.03,-0.07,1.15,4.92,-1.03,11.23,53.40,77.02,553.64,21.00
48756,22.21,995.49,149.13,148.86,0.03,-0.06,1.14,5.08,-0.62,11.29,53.42,77.03,554.01,21.48
48788,22.20,995.46,149.38,148.97,0.04,-0.07,1.15,4.72,-0.65,11.00,53.41,77.02,554.36,21.00
48819,22.20,995.46,149.38,149.05,0.05,-0.07,1.14,4.56,-0.48,10.74,53.40,77.02,554.69,21.00
48850,22.20,995.46,149.38,149.11,0.04,-0.07,1.14,4.66,-0.80,10.82,53.39,77.01,555.03,20.51
48884,22.21,995.42,149.73,149.24,0.03,-0.06,1.16,4.74,-0.54,11.28,53.40,77.02,555.41,20.51
48916,22.21,995.42,149.73,149.34,0.04,-0.07,1.15,4.86,-0.16,11.43,53.40,77.04,555.77,20.51
48947,22.21,995.42,149.73,149.41,0.04,-0.07,1.14,4.72,-0.01,11.14,53.39,77.06,556.12,21.00
48978,22.21,995.37,150.19,149.57,0.04,-0.07,1.15,4.68,-0.89,10.85,53.38,77.05,556.46,21.00
49010,22.21,995.37,150.19,149.69,0.04,-0.07,1.15,4.74,-1.46,10.83,53.37,77.02,556.80,20.51
49042,22.21,995.37,150.19,149.79,0.03,-0.07,1.15,4.80,-1.40,11.09,53.37,77.00,557.16,20.02
49075,22.21,995.34,150.41,149.92,0.03,-0.06,1.14,4.89,-0.54,11.17,53.38,77.01,557.53,21.00
49106,22.21,995.34,150.41,150.01,0.05,-0.07,1.15,4.82,-0.70,11.40,53.38,77.00,557.88,21.00
49138,22.21,995.34,150.41,150.09,0.04,-0.07,1.14,4.53,-1.18,10.80,53.37,76.98,558.23,20.51
49170,22.20,995.28,150.90,150.26,0.04,-0.07,1.14,4.53,-1.21,10.73,53.35,76.97,558.57,21.00
49202,22.20,995.28,150.90,150.38,0.03,-0.07,1.15,4.54,-0.53,10.88,53.34,76.98,558.92,20.02
49235,22.20,995.28,150.90,150.49,0.03,-0.07,1.15,4.80,-0.22,11.29,53.35,77.00,559.29,20.51
49267,22.21,995.27,151.02,150.59,0.05,-0.07,1.14,4.54,-0.70,10.88,53.34,76.99,559.64,21.00
49299,22.21,995.27,151.02,150.68,0.04,-0.07,1.14,4.40,-1.12,10.86,53.33,76.98,559.99,21.00
49330,22.21,995.27,151.02,150.75,0.04,-0.07,1.15,4.74,-0.97,10.79,53.32,76.96,560.32,21.00
49361,22.21,995.24,151.23,150.84,0.03,-0.07,1.15,4.82,-1.09,11.11,53.31,76.96,560.66,20.51
49393,22.21,995.24,151.23,150.92,0.04,-0.06,1.14,4.94,-0.62,11.37,53.32,76.96,561.03,21.48
49427,22.21,995.24,151.23,150.98,0.05,-0.06,1.14,4.76,-0.88,10.88,53.33,76.95,561.40,21.48
49458,22.20,995.19,151.69,151.12,0.04,-0.07,1.14,4.53,-1.44,10.80,53.32,76.92,561.73,21.48
49489,22.20,995.19,151.69,151.24,0.03,-0.06,1.15,4.62,-1.06,10.82,53.32,76.92,562.07,20.51
49521,22.20,995.19,151.69,151.33,0.03,-0.06,1.15,4.71,-0.48,11.05,53.32,76.93,562.42,21.00
49552,22.20,995.15,152.01,151.46,0.03,-0.07,1.15,5.03,-0.18,11.26,53.32,76.96,562.77,20.51
49586,22.21,995.15,152.01,151.57,0.05,-0.07,1.14,4.51,-0.21,10.79,53.33,76.96,563.14,20.51
49617,22.21,995.15,152.01,151.66,0.04,-0.07,1.15,4.46,-0.99,10.73,53.31,76.95,563.47,21.00
49649,22.20,995.10,152.40,151.81,0.03,-0.07,1.16,4.77,-0.39,10.85,53.30,76.97,563.82,20.51
49680,22.20,995.10,152.40,151.93,0.03,-0.07,1.15,4.56,-1.23,11.09,53.30,76.96,564.16,21.00
49711,22.20,995.10,152.40,152.02,0.03,-0.06,1.14,5.03,-0.56,11.38,53.31,76.97,564.53,20.51
49743,22.20,995.10,152.40,152.10,0.05,-0.06,1.14,4.51,-0.56,11.11,53.30,76.97,564.87,20.51
49777,22.20,995.08,152.60,152.20,0.04,-0.07,1.14,4.69,-1.49,10.82,53.31,76.94,565.24,20.51
49808,22.20,995.08,152.60,152.28,0.04,-0.06,1.15,4.51,-0.86,10.89,53.30,76.94,565.58,21.00
49839,22.20,995.08,152.60,152.35,0.03,-0.06,1.14,4.69,-0.71,11.61,53.31,76.95,565.95,20.51
49871,22.20,995.06,152.74,152.43,0.04,-0.07,1.15,4.54,0.05,10.94,53.30,76.97,566.29,20.51
49903,22.20,995.06,152.74,152.49,0.05,-0.07,1.14,4.40,-0.28,10.86,53.28,76.97,566.63,21.00
49936,22.20,995.06,152.74,152.54,0.04,-0.07,1.14,4.63,-0.85,10.60,53.28,76.97,566.98,20.02
49967,22.20,995.03,152.98,152.63,0.03,-0.07,1.14,4.60,-0.39,10.89,53.27,76.98,567.33,21.00
49999,22.20,995.03,152.98,152.70,0.03,-0.06,1.15,4.91,-0.31,11.22,53.29,77.00,567.68,21.00
