Time(ms),Temp(C),Pressure(hPa),Alt(m),FiltAlt(m),AccX(g),AccY(g),AccZ(g),GyroX(deg/s),GyroY(deg/s),GyroZ(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),LM35Temp(C)
1,22.13,1013.25,0.18,0.04,0.04,-0.08,1.17,4.76,-0.79,11.03,8.11,0.37,17.04,20.51
33,22.15,1013.25,0.25,0.08,0.04,-0.08,1.17,4.63,-0.50,10.64,9.00,1.90,17.38,21.00
64,22.15,1013.25,0.25,0.11,0.05,-0.08,1.17,4.85,-0.63,11.06,9.87,3.40,17.73,21.00
94,22.15,1013.25,0.25,0.14,0.04,-0.07,1.17,4.54,-0.68,11.08,10.72,4.87,18.06,20.51
125,22.17,1013.28,-0.03,0.11,0.05,-0.08,1.17,4.66,-0.45,10.76,11.56,6.31,18.39,21.00
159,22.17,1013.28,-0.03,0.08,0.04,-0.08,1.17,4.62,-0.80,11.20,12.39,7.72,18.77,20.51
191,22.17,1013.28,-0.03,0.06,0.05,-0.08,1.17,4.74,-0.85,11.02,13.20,9.09,19.13,20.51
222,22.16,1013.27,0.06,0.06,0.05,-0.07,1.16,4.59,-0.31,10.80,13.98,10.45,19.46,21.00
253,22.16,1013.27,0.06,0.06,0.04,-0.07,1.16,4.71,-0.65,10.96,14.76,11.78,19.80,20.51
285,22.16,1013.27,0.06,0.06,0.04,-0.08,1.17,4.94,-0.74,11.15,15.52,13.08,20.16,20.51
317,22.16,1013.28,-0.06,0.04,0.05,-0.07,1.17,4.76,-1.20,10.99,16.28,14.33,20.51,21.48
350,22.16,1013.28,-0.06,0.02,0.04,-0.08,1.16,4.74,-1.12,10.97,17.01,15.57,20.87,20.51
381,22.16,1013.28,-0.06,0.00,0.04,-0.08,1.17,4.74,-0.80,11.08,17.73,16.79,21.22,20.02
413,22.15,1013.29,-0.10,-0.02,0.05,-0.08,1.17,4.53,-0.53,10.99,18.42,17.98,21.57,20.51
445,22.15,1013.29,-0.10,-0.03,0.04,-0.08,1.18,4.63,-0.45,10.88,19.11,19.17,21.92,20.51
477,22.15,1013.29,-0.10,-0.05,0.05,-0.08,1.16,4.77,-0.30,10.79,19.78,20.33,22.26,21.00
508,22.15,1013.27,0.07,-0.02,0.05,-0.08,1.17,4.82,-0.80,11.11,20.44,21.45,22.60,20.51
542,22.15,1013.27,0.07,-0.00,0.04,-0.07,1.16,4.57,-0.45,10.83,21.10,22.57,22.97,19.53
574,22.15,1013.27,0.07,0.01,0.04,-0.07,1.17,4.88,-0.83,11.08,21.74,23.65,23.33,20.51
605,22.15,1013.26,0.10,0.03,0.05,-0.08,1.16,4.72,-0.86,11.11,22.36,24.70,23.67,21.00
636,22.15,1013.26,0.10,0.04,0.05,-0.08,1.17,4.65,-0.59,10.77,22.96,25.75,24.01,19.53
668,22.15,1013.26,0.10,0.06,0.04,-0.08,1.16,4.59,-0.24,11.05,23.55,26.78,24.36,20.51
702,22.15,1013.28,-0.05,0.03,0.04,-0.08,1.17,4.63,-0.57,11.08,24.15,27.79,24.74,19.53
733,22.15,1013.28,-0.05,0.02,0.05,-0.08,1.16,4.77,-0.16,10.85,24.72,28.78,25.07,21.00
764,22.15,1013.28,-0.05,0.00,0.05,-0.07,1.17,4.83,-1.05,11.09,25.28,29.72,25.42,20.51
796,22.15,1013.28,-0.08,-0.01,0.04,-0.08,1.17,4.89,-1.14,11.26,25.84,30.65,25.78,19.53
828,22.15,1013.28,-0.08,-0.03,0.04,-0.07,1.17,4.69,-1.15,11.08,26.38,31.56,26.13,20.02
859,22.15,1013.28,-0.08,-0.04,0.05,-0.07,1.16,4.65,-0.92,10.99,26.91,32.45,26.48,20.51
893,22.14,1013.27,0.07,-0.02,0.05,-0.07,1.16,4.83,-1.09,11.17,27.44,33.32,26.85,20.51
925,22.14,1013.27,0.07,0.00,0.04,-0.07,1.17,4.85,-1.00,11.18,27.96,34.18,27.21,20.02
957,22.14,1013.27,0.07,0.01,0.04,-0.07,1.17,4.72,-0.89,11.03,28.46,35.02,27.56,20.51
989,22.14,1013.27,0.07,0.03,0.05,-0.08,1.16,4.51,-0.79,11.14,28.95,35.85,27.92,21.00
1020,22.14,1013.27,0.07,0.03,0.05,-0.07,1.17,4.66,-0.62,10.83,29.42,36.67,28.25,21.00
1052,22.14,1013.27,0.07,0.04,0.05,-0.07,1.17,4.56,-0.27,10.91,29.89,37.48,28.60,20.51
1086,22.15,1013.28,-0.03,0.03,0.05,-0.07,1.16,4.57,-0.92,11.09,30.36,38.25,28.98,20.51
1117,22.15,1013.28,-0.03,0.01,0.04,-0.08,1.17,4.62,-0.38,11.00,30.80,39.03,29.32,21.00
1148,22.15,1013.28,-0.03,0.01,0.04,-0.08,1.17,4.56,-0.36,10.89,31.23,39.80,29.66,21.00
1180,22.14,1013.27,0.00,0.00,0.04,-0.08,1.16,4.91,-1.00,11.05,31.67,40.53,30.01,20.51
1212,22.14,1013.27,0.00,0.00,0.02,-0.01,1.17,4.51,1.24,11.47,32.15,41.34,30.38,21.48
1243,22.14,1013.27,0.00,0.00,0.06,-0.05,1.15,10.13,-8.33,28.15,32.76,41.80,31.28,20.51
1277,22.15,1013.27,0.08,0.02,0.07,-0.06,1.15,19.66,7.32,50.97,33.66,42.72,32.96,21.00
1309,22.15,1013.27,0.08,0.03,0.05,-0.02,1.15,12.07,1.59,30.74,34.34,43.47,33.95,21.00
1341,22.15,1013.27,0.08,0.04,0.06,-0.03,1.18,8.48,0.31,21.32,34.87,44.15,34.63,21.00
1373,22.14,1013.29,-0.09,0.01,0.01,-0.02,1.17,11.46,0.34,29.14,35.50,44.86,35.56,20.51
1404,22.14,1013.29,-0.09,-0.01,-0.00,0.02,1.20,10.71,3.29,29.72,36.11,45.66,36.48,20.51
1436,22.14,1013.29,-0.09,-0.02,0.04,0.11,1.15,10.71,2.43,27.37,36.82,46.39,37.36,21.00
1470,22.14,1013.27,0.06,-0.01,0.04,-0.01,1.17,3.73,-0.13,8.50,37.18,47.02,37.65,21.00
1501,22.14,1013.27,0.06,0.01,0.05,0.01,1.17,4.01,-0.80,9.14,37.55,47.61,37.93,20.51
1532,22.14,1013.27,0.06,0.02,0.04,0.02,1.16,4.97,-0.42,11.37,37.96,48.20,38.28,20.51
1564,22.14,1013.26,0.05,0.02,0.04,-0.00,1.16,3.96,-2.50,8.91,38.30,48.71,38.57,21.00
1596,22.15,1013.27,0.05,0.03,0.05,0.01,1.16,3.58,-2.74,8.50,38.64,49.21,38.84,20.51
1627,22.15,1013.27,0.05,0.03,0.06,0.01,1.15,4.86,-0.08,12.07,39.01,49.76,39.23,21.48
1661,22.14,1013.25,0.17,0.06,0.04,0.01,1.16,3.72,-1.83,9.22,39.35,50.27,39.53,21.00
1693,22.14,1013.25,0.17,0.08,0.07,0.01,1.16,4.16,-2.27,9.60,39.68,50.73,39.84,21.00
1725,22.14,1013.25,0.17,0.10,0.04,-0.00,1.17,4.28,-0.59,10.30,40.01,51.26,40.17,20.02
1757,22.14,1013.25,0.08,0.10,0.06,0.00,1.17,4.37,-0.77,10.25,40.33,51.75,40.50,21.00
1788,22.15,1013.27,0.02,0.08,0.06,0.01,1.16,4.59,-1.11,11.76,40.65,52.23,40.86,21.00
1820,22.15,1013.27,0.02,0.07,0.06,0.00,1.16,5.03,0.59,11.72,40.98,52.74,41.24,21.00
1854,22.15,1013.27,0.10,0.07,0.06,0.00,1.17,4.08,-0.99,9.40,41.29,53.20,41.55,19.53
1885,22.15,1013.26,0.10,0.08,0.05,-0.01,1.16,6.25,-1.06,14.60,41.63,53.65,42.01,20.51
1916,22.15,1013.26,0.10,0.08,0.04,0.01,1.17,4.10,-1.41,8.99,41.91,54.10,42.29,21.00
1948,22.15,1013.26,0.10,0.08,0.04,0.00,1.17,4.60,-0.83,11.14,42.20,54.55,42.64,21.48
1980,22.15,1013.26,0.12,0.09,0.06,0.01,1.17,6.37,0.37,16.04,42.55,55.01,43.16,20.51
2011,22.15,1013.26,0.12,0.10,0.07,0.00,1.15,6.76,0.13,15.49,42.90,55.45,43.65,21.48
2045,22.15,1013.26,0.12,0.10,-0.00,-0.01,1.19,4.97,-0.60,11.73,43.18,55.93,44.04,21.00
2077,22.15,1013.26,0.08,0.10,0.05,0.01,1.18,3.59,-2.67,7.87,43.42,56.27,44.29,21.48
2109,22.15,1013.26,0.08,0.10,0.07,0.01,1.13,4.05,0.98,9.18,43.68,56.71,44.58,21.00
2141,22.15,1013.26,0.08,0.09,0.07,0.01,1.16,5.46,-1.20,12.85,43.97,57.07,45.00,21.00
2172,22.15,1013.28,-0.07,0.06,0.05,0.01,1.18,5.05,0.57,11.73,44.24,57.50,45.36,20.51
2204,22.15,1013.28,-0.07,0.03,0.18,-0.01,1.34,2.34,-14.54,10.19,44.40,57.34,45.69,21.00
2238,22.15,1013.28,-0.07,0.01,0.06,0.02,1.22,6.46,-0.63,9.69,44.73,57.72,46.01,21.00
2269,22.15,1013.27,0.05,0.02,0.08,-0.00,1.25,10.89,0.39,12.19,45.15,58.10,46.39,21.00
2300,22.15,1013.27,0.05,0.03,0.07,0.05,1.18,12.02,3.46,10.12,45.65,58.58,46.71,21.48
2332,22.15,1013.27,0.05,0.03,0.01,0.03,1.10,7.76,-1.14,6.67,46.00,58.96,46.92,21.00
2364,22.15,1013.29,-0.09,0.01,0.06,-0.01,1.14,-3.67,-4.21,-11.53,45.94,59.19,46.55,21.00
2395,22.15,1013.29,-0.09,-0.01,0.09,-0.04,1.05,-0.85,-1.81,1.93,45.94,59.45,46.61,20.51
2429,22.15,1013.29,-0.09,-0.03,0.04,0.05,1.17,-0.12,-0.44,7.31,46.05,59.81,46.85,20.51
2461,22.15,1013.28,-0.08,-0.04,0.07,-0.02,1.15,-12.68,-2.57,-23.59,45.69,60.06,46.10,20.51
2493,22.15,1013.28,-0.08,-0.05,0.09,-0.13,0.99,4.77,5.20,6.07,45.76,60.51,46.29,20.02
2525,22.15,1013.28,-0.08,-0.05,0.16,0.15,1.09,11.70,4.36,31.11,46.35,60.87,47.29,20.02
2556,22.15,1013.27,0.03,-0.04,0.01,0.09,1.17,-20.76,-9.18,-66.88,45.86,60.97,45.22,21.00
2590,22.15,1013.27,0.03,-0.02,-0.15,-0.32,1.39,-2.50,7.87,17.83,45.59,61.73,45.82,20.51
2622,22.15,1013.27,0.03,-0.01,0.04,-0.00,1.17,10.05,3.04,29.18,45.97,62.15,46.76,21.00
2653,22.15,1013.25,0.21,0.03,0.02,-0.11,1.20,5.55,-2.96,12.76,46.10,62.40,47.15,21.48
2684,22.15,1013.25,0.21,0.07,-0.05,-0.06,1.21,6.59,3.33,18.76,46.30,62.90,47.73,21.00
2716,22.15,1013.25,0.21,0.09,0.07,0.00,1.20,4.33,-0.42,11.89,46.50,63.17,48.11,21.00
2748,22.16,1013.30,-0.23,0.03,0.05,-0.06,1.17,4.50,-0.18,10.07,46.64,63.44,48.43,21.48
2781,22.16,1013.30,-0.23,-0.02,0.06,-0.06,1.17,3.76,-1.66,8.91,46.75,63.67,48.73,21.00
2812,22.16,1013.30,-0.23,-0.06,0.06,-0.06,1.16,5.00,-1.41,11.70,46.90,63.89,49.09,21.48
2844,22.16,1013.28,0.00,-0.05,0.05,-0.06,1.18,3.63,-4.74,7.73,47.00,64.02,49.34,21.48
2876,22.16,1013.28,0.00,-0.04,0.04,-0.09,1.18,0.36,-1.02,2.33,46.97,64.27,49.41,20.51
2907,22.16,1013.28,0.00,-0.03,0.06,-0.08,1.18,5.09,-2.10,11.92,47.10,64.46,49.80,20.51
2939,22.16,1013.27,0.03,-0.02,0.04,-0.06,1.16,4.16,-1.20,10.33,47.21,64.69,50.12,19.53
2973,22.16,1013.27,0.03,-0.01,0.05,-0.06,1.17,4.48,-2.27,10.76,47.34,64.87,50.48,21.00
3005,22.16,1013.27,0.03,-0.00,0.05,-0.06,1.18,4.04,-1.34,10.60,47.44,65.08,50.82,21.48
3037,22.15,1013.26,0.10,0.02,0.04,-0.07,1.17,4.17,-1.40,11.34,47.55,65.29,51.18,21.00
3068,22.15,1013.26,0.10,0.03,0.00,-0.03,0.93,-0.04,13.03,2.70,47.55,65.98,51.27,21.00
3100,22.15,1013.26,0.10,0.05,0.07,-0.12,1.31,4.60,1.32,10.67,47.62,66.24,51.61,21.00
3132,22.16,1013.27,0.04,0.05,0.03,-0.07,1.18,3.95,0.46,10.45,47.71,66.50,51.94,21.00
3165,22.16,1013.27,0.04,0.05,0.03,-0.08,1.18,4.71,-1.12,11.41,47.81,66.70,52.32,21.00
3196,22.16,1013.27,0.04,0.04,0.04,-0.08,1.18,4.59,-1.11,10.86,47.91,66.90,52.66,21.00
3228,22.16,1013.26,0.11,0.06,0.05,-0.08,1.18,4.62,-0.71,10.83,48.00,67.10,53.00,20.51
3260,22.16,1013.26,0.11,0.07,0.04,-0.07,1.18,4.42,-0.62,11.23,48.10,67.30,53.36,20.51
3291,22.16,1013.26,0.11,0.07,-0.03,0.08,1.15,1.84,-0.07,6.89,48.26,67.58,53.58,21.00
3323,22.16,1013.30,-0.17,0.02,0.03,-0.07,1.19,2.83,-3.11,7.43,48.30,67.71,53.81,21.00
3357,22.16,1013.30,-0.17,-0.01,0.05,-0.08,1.18,4.39,-2.41,11.40,48.38,67.83,54.20,21.00
3389,22.16,1013.30,-0.17,-0.05,0.04,-0.06,1.19,5.32,-2.76,12.73,48.51,67.94,54.61,21.48
3421,22.16,1013.28,-0.06,-0.05,0.04,-0.06,1.20,4.89,-1.89,12.68,48.61,68.09,55.01,21.00
3452,22.16,1013.28,-0.06,-0.05,0.02,-0.05,1.18,4.30,-7.84,11.44,48.70,68.06,55.37,20.51
3484,22.16,1013.28,-0.06,-0.05,0.05,-0.07,1.18,5.47,-4.07,13.40,48.82,68.13,55.80,20.51
3516,22.16,1013.28,-0.02,-0.05,0.08,-0.06,1.18,7.18,-2.54,14.73,48.99,68.21,56.27,21.00
3549,22.16,1013.28,-0.02,-0.04,0.05,-0.07,1.18,5.41,-1.54,12.50,49.11,68.34,56.68,20.02
3580,22.16,1013.28,-0.02,-0.04,0.05,-0.06,1.19,5.05,-2.60,11.81,49.21,68.44,57.05,21.00
3612,22.16,1013.27,0.01,-0.03,0.05,-0.05,1.21,5.76,-0.19,14.57,49.34,68.62,57.51,21.48
3644,22.16,1013.27,0.01,-0.02,0.05,-0.07,1.19,3.96,-0.34,9.14,49.39,68.79,57.81,21.00
3675,22.16,1013.27,0.01,-0.02,0.04,-0.06,1.18,5.88,1.52,14.48,49.51,69.02,58.27,20.51
3709,22.16,1013.27,0.08,0.00,0.03,-0.06,1.19,5.12,3.12,12.79,49.61,69.32,58.69,20.51
3741,22.16,1013.27,0.08,0.02,0.02,-0.05,1.19,2.27,7.29,6.89,49.62,69.74,58.91,20.51
3773,22.16,1013.27,0.08,0.03,0.02,-0.06,1.18,2.08,6.33,6.02,49.62,70.12,59.10,21.00
3805,22.16,1013.27,0.08,0.04,0.04,-0.05,1.18,0.17,1.64,1.76,49.57,70.33,59.16,21.00
3836,22.16,1013.27,0.08,0.05,0.05,-0.06,1.18,1.46,2.17,4.31,49.55,70.54,59.29,21.48
3868,22.16,1013.27,0.08,0.06,0.05,-0.06,1.17,2.68,2.63,6.44,49.57,70.76,59.50,21.48
3902,22.16,1013.27,0.05,0.06,0.03,-0.08,1.17,3.84,-1.44,9.52,49.62,70.87,59.82,21.00
3933,22.16,1013.27,0.05,0.05,0.05,-0.08,1.18,4.50,0.50,10.57,49.66,71.02,60.15,21.00
3964,22.16,1013.27,0.05,0.05,0.04,-0.08,1.17,4.85,0.30,11.26,49.73,71.17,60.50,21.00
3996,22.16,1013.24,0.28,0.10,0.10,-0.09,1.16,5.18,-0.91,11.28,49.79,71.22,60.86,21.00
4028,22.16,1013.24,0.28,0.14,0.04,-0.08,1.15,4.53,-2.01,11.23,49.84,71.30,61.22,20.02
4059,22.16,1013.24,0.28,0.17,0.05,-0.07,1.17,4.45,-2.07,11.67,49.90,71.36,61.60,20.51
4093,22.16,1013.26,0.11,0.15,0.04,-0.08,1.18,2.54,-1.78,6.80,49.89,71.44,61.82,20.51
4125,22.16,1013.26,0.11,0.15,0.06,-0.07,1.18,3.01,-2.12,9.08,49.90,71.49,62.11,21.00
4157,22.16,1013.26,0.11,0.14,0.08,-0.09,1.18,2.50,9.30,4.24,49.87,71.87,62.25,20.51
4189,22.16,1013.24,0.26,0.16,-0.16,-0.17,1.15,14.53,-7.46,28.68,50.15,71.95,63.16,21.00
4220,22.16,1013.24,0.26,0.18,0.01,-0.09,1.19,8.07,-6.62,17.26,50.29,71.89,63.70,21.00
4252,22.16,1013.24,0.26,0.20,0.00,-0.08,1.10,17.08,-3.37,10.05,50.72,71.95,64.02,20.51
4286,22.16,1013.26,0.14,0.19,0.13,0.02,1.25,3.49,-4.76,8.22,50.82,71.83,64.30,20.51
4317,22.16,1013.26,0.14,0.18,0.10,-0.07,1.19,3.93,0.74,11.44,50.84,71.92,64.65,21.48
4348,22.16,1013.26,0.14,0.17,0.05,-0.10,1.16,2.66,-3.00,9.69,50.79,71.94,64.95,20.51
4380,22.16,1013.26,0.09,0.15,0.06,-0.08,1.20,3.64,-0.47,11.26,50.80,72.03,65.32,20.51
4412,22.16,1013.26,0.09,0.14,0.09,-0.06,1.17,4.74,-1.14,11.92,50.86,72.07,65.70,21.48
4443,22.16,1013.26,0.09,0.13,0.03,-0.06,1.16,5.23,-0.19,12.09,50.92,72.19,66.08,20.51
4477,22.17,1013.28,-0.06,0.09,0.05,-0.07,1.16,4.57,-0.54,10.64,50.97,72.28,66.43,20.51
4509,22.17,1013.28,-0.06,0.06,0.02,-0.06,1.19,4.80,0.63,10.04,51.03,72.44,66.76,21.00
4541,22.17,1013.28,-0.06,0.04,0.00,-0.05,1.17,4.39,3.61,9.52,51.09,72.70,67.06,20.51
4573,22.17,1013.26,0.11,0.05,-0.15,-0.08,1.31,6.69,7.08,15.83,51.19,73.19,67.57,21.00
4604,22.17,1013.26,0.11,0.06,-0.03,-0.09,1.20,3.35,-2.74,9.11,51.17,73.27,67.85,20.02
4636,22.17,1013.26,0.11,0.07,0.05,-0.08,1.18,3.93,0.31,9.37,51.17,73.37,68.15,20.51
4670,22.16,1013.27,0.04,0.07,0.04,-0.06,1.18,4.25,-0.92,10.71,51.21,73.43,68.51,21.00
4701,22.16,1013.27,0.04,0.06,0.03,-0.08,1.18,4.59,-2.01,10.82,51.23,73.47,68.85,21.00
4732,22.16,1013.27,0.04,0.06,0.04,-0.07,1.18,5.24,-0.80,11.98,51.29,73.54,69.22,20.51
4764,22.16,1013.27,0.04,0.06,0.05,-0.07,1.17,4.89,-2.07,11.46,51.33,73.56,69.59,21.00
4796,22.16,1013.27,0.04,0.05,0.07,-0.08,1.17,5.79,-3.81,13.02,51.39,73.50,70.00,21.00
4827,22.16,1013.27,0.04,0.05,0.04,-0.06,1.16,4.43,0.37,11.83,51.42,73.61,70.38,21.00
4861,22.16,1014.42,-9.55,-1.87,0.08,-0.07,1.16,6.89,-4.05,17.61,51.53,73.52,70.96,21.00
4893,22.16,1014.42,-9.55,-3.41,0.05,-0.06,1.18,6.77,-2.44,18.15,51.64,73.53,71.54,21.48
4925,22.16,1014.42,-9.55,-4.63,0.05,-0.06,1.18,5.26,-0.88,12.76,51.70,73.58,71.95,19.53
4957,22.16,1017.08,-31.66,-10.04,0.83,-0.11,0.65,7.75,-23.25,29.02,51.77,71.96,72.88,21.00
4988,22.16,1017.08,-31.66,-14.36,0.00,-0.03,1.18,9.44,-9.52,20.22,51.97,71.83,73.51,20.51
5020,22.16,1017.08,-31.66,-17.82,0.11,-0.05,1.16,2.45,4.79,5.17,51.94,72.03,73.67,21.00
5054,22.17,1018.45,-43.02,-22.86,0.02,-0.06,1.19,9.84,-3.37,24.05,52.16,72.06,74.49,21.48
5085,22.17,1018.45,-43.02,-26.89,0.06,-0.03,1.18,7.06,2.71,16.71,52.28,72.25,75.01,20.51
5116,22.17,1018.45,-43.02,-30.12,0.04,-0.05,1.18,5.44,-0.76,13.23,52.34,72.34,75.42,21.48
5148,22.17,1018.60,-44.24,-32.94,0.04,-0.03,1.18,4.57,1.44,10.94,52.38,72.50,75.77,20.51
5180,22.17,1018.60,-44.24,-35.20,0.05,-0.04,1.18,4.43,-0.53,11.06,52.42,72.58,76.12,21.48
5213,22.17,1018.60,-44.24,-37.01,0.03,-0.05,1.19,5.76,0.40,12.73,52.50,72.72,76.54,20.51
5244,22.17,1017.16,-32.33,-36.07,0.04,-0.04,1.19,3.56,5.00,7.72,52.50,72.98,76.78,21.48
5276,22.17,1017.16,-32.33,-35.32,0.05,-0.04,1.17,5.47,-4.07,14.25,52.57,72.94,77.24,21.00
5308,22.17,1017.16,-32.33,-34.73,-0.06,-0.02,1.24,3.85,1.59,9.41,52.60,73.19,77.54,21.00
5339,22.17,1016.27,-24.88,-32.76,0.05,-0.04,1.17,4.66,-0.08,11.34,52.64,73.27,77.90,21.48
5371,22.17,1016.27,-24.88,-31.18,0.02,-0.04,1.18,4.80,-2.30,11.70,52.68,73.31,78.26,20.51
5405,22.17,1016.27,-24.88,-29.92,0.45,-0.39,1.15,1.43,49.84,-8.59,52.31,74.70,77.97,20.51
5437,22.17,1015.23,-16.24,-27.18,0.17,-0.07,1.21,4.17,23.55,16.97,52.31,75.38,78.52,21.00
5469,22.17,1015.23,-16.24,-25.00,-0.06,-0.07,1.17,4.85,-0.85,10.59,52.34,75.50,78.85,20.51
5500,22.17,1015.23,-16.24,-23.24,0.05,-0.04,1.18,4.14,2.62,9.09,52.36,75.62,79.14,21.00
5532,22.17,1014.42,-9.50,-20.50,0.04,-0.04,1.17,3.72,0.68,9.06,52.37,75.69,79.43,21.00
5564,22.17,1014.42,-9.50,-18.30,0.02,-0.04,1.18,2.37,3.88,4.74,52.34,75.88,79.58,21.00
5597,22.17,1014.42,-9.50,-16.54,0.03,-0.03,1.18,-1.20,5.73,-4.66,52.21,76.12,79.42,21.48
5628,22.17,1011.88,11.66,-10.90,0.09,-0.00,1.19,-7.32,7.18,-9.41,51.92,76.33,79.13,21.00
5660,22.17,1011.88,11.66,-6.39,0.07,-0.10,1.14,1.96,4.17,7.32,51.83,76.47,79.37,20.51
5692,22.17,1011.88,11.66,-2.78,0.00,-0.06,1.18,4.05,-1.44,9.61,51.84,76.49,79.67,21.48
5723,22.17,1011.88,62.17,10.21,0.05,-0.07,1.16,4.37,-1.28,10.36,51.86,76.47,80.01,21.48
5755,22.17,1005.83,62.17,20.60,0.05,-0.08,1.16,4.01,-1.17,9.87,51.85,76.46,80.31,20.51
5789,22.17,1005.83,62.17,28.92,0.04,-0.08,1.16,4.36,-1.41,10.42,51.86,76.44,80.67,21.00
5821,22.17,1007.51,48.09,32.75,0.04,-0.07,1.16,4.91,-1.34,11.52,51.89,76.43,81.04,21.00
5853,22.17,1007.51,48.09,35.82,-0.18,-0.06,1.25,4.76,-0.56,13.35,51.93,76.65,81.46,20.51
5884,22.17,1007.51,48.09,38.27,0.12,-0.06,1.15,4.34,-0.27,10.44,51.95,76.59,81.79,20.51
5916,22.17,1007.51,48.09,40.24,0.03,-0.08,1.15,5.23,-2.59,11.05,51.98,76.55,82.14,21.00
5950,22.17,1008.83,37.06,39.60,0.09,-0.06,1.13,4.02,-0.65,9.49,51.99,76.50,82.46,21.00
5981,22.17,1008.83,37.06,39.09,0.03,-0.07,1.17,4.11,-4.47,10.10,51.99,76.40,82.78,21.48
6012,22.17,1008.83,37.06,38.68,0.03,-0.09,1.17,4.66,-3.29,10.57,51.98,76.34,83.10,20.51
6044,22.17,1010.22,25.48,36.04,0.04,-0.08,1.16,4.69,-3.11,11.34,52.00,76.28,83.47,20.51
6076,22.17,1010.22,25.48,33.93,0.59,-0.00,1.08,4.21,-0.97,8.21,52.07,75.74,83.73,20.51
6107,22.17,1010.22,25.48,32.24,0.06,-0.05,1.13,2.98,-9.83,8.77,52.06,75.46,84.01,21.48
6141,22.17,1012.74,4.45,26.69,0.04,-0.07,1.18,3.93,-3.93,9.41,52.06,75.38,84.32,21.00
6173,22.17,1012.74,4.45,22.24,0.04,-0.08,1.18,4.36,1.18,10.67,52.06,75.47,84.66,21.00
6205,22.17,1012.74,4.45,18.68,0.02,-0.08,1.18,5.24,2.46,11.98,52.09,75.62,85.04,21.48
6237,22.17,1015.96,-22.35,10.48,0.05,-0.07,1.18,5.47,4.17,12.76,52.13,75.79,85.45,20.51
6268,22.17,1015.96,-22.35,3.91,0.04,-0.08,1.17,5.47,3.81,12.85,52.16,75.94,85.85,20.51
6300,22.17,1015.96,-22.35,-1.34,0.06,-0.08,1.17,4.80,3.40,11.55,52.17,76.08,86.22,20.51
6334,22.17,1012.24,8.60,0.65,0.05,-0.05,1.19,5.34,3.23,12.82,52.25,76.21,86.66,20.02
6365,22.17,1012.24,8.60,2.24,0.06,-0.06,1.15,4.91,1.14,10.59,52.27,76.26,86.98,20.51
6396,22.17,1012.24,8.60,3.51,0.06,-0.08,1.15,4.71,-0.12,10.82,52.28,76.27,87.32,21.00
6428,22.17,1009.15,34.38,9.69,0.03,-0.08,1.16,4.63,0.11,10.93,52.29,76.32,87.67,21.00
6460,22.17,1009.15,34.38,14.63,0.05,-0.07,1.16,4.88,0.05,11.22,52.30,76.35,88.03,20.51
6491,22.17,1009.15,34.38,18.58,0.04,-0.07,1.15,5.01,-0.36,11.46,52.33,76.37,88.40,20.51
6525,22.17,1008.49,39.94,22.85,0.05,-0.07,1.15,4.72,0.45,11.20,52.35,76.41,88.77,21.00
6557,22.17,1008.49,39.94,26.27,0.05,-0.08,1.16,4.72,-0.30,11.17,52.35,76.42,89.12,21.00
6589,22.17,1008.49,39.94,29.00,0.05,-0.07,1.15,4.79,-0.45,11.34,52.37,76.43,89.49,21.00
6621,22.17,1007.85,45.28,32.26,0.07,-0.09,1.16,4.85,-1.46,11.20,52.38,76.39,89.84,21.48
6652,22.17,1007.85,45.28,34.86,0.04,-0.07,1.17,4.62,-0.47,11.00,52.38,76.41,90.18,19.53
6684,22.17,1007.85,45.28,36.95,0.05,-0.08,1.15,4.68,-0.21,11.03,52.38,76.43,90.54,21.00
6718,22.17,1007.29,49.93,39.54,0.04,-0.08,1.15,4.43,-0.63,10.99,52.39,76.44,90.91,20.51
6749,22.17,1007.29,49.93,41.62,0.03,-0.07,1.17,4.63,-0.07,11.20,52.40,76.48,91.26,21.00
6780,22.17,1007.29,49.93,43.28,0.06,-0.07,1.15,4.76,-0.02,11.25,52.41,76.49,91.61,20.51
6812,22.17,1006.90,53.19,45.26,0.04,-0.07,1.17,4.86,-0.67,11.38,52.43,76.50,91.97,20.02
6844,22.17,1006.90,53.19,46.85,0.05,-0.08,1.15,4.65,-0.80,11.28,52.44,76.50,92.33,21.48
6877,22.17,1006.90,53.19,48.12,0.04,-0.08,1.16,4.85,-0.88,11.22,52.45,76.50,92.70,21.00
6908,22.17,1006.28,58.39,50.17,0.04,-0.07,1.16,4.77,-0.24,11.35,52.46,76.52,93.05,20.51
6940,22.17,1006.28,58.39,51.82,0.02,-0.05,1.17,4.34,-1.15,9.75,52.48,76.53,93.37,21.48
6972,22.17,1006.28,58.39,53.13,0.04,-0.07,1.16,4.60,-0.51,11.08,52.49,76.54,93.72,21.00
7003,22.17,1005.67,63.48,55.20,0.04,-0.07,1.16,4.80,-0.30,11.18,52.51,76.56,94.08,19.53
7035,22.17,1005.67,63.48,56.86,0.04,-0.07,1.16,4.71,-0.19,10.97,52.51,76.58,94.42,21.00
7069,22.17,1005.67,63.48,58.18,0.04,-0.08,1.16,4.59,-0.63,10.89,52.52,76.59,94.79,21.00
7101,22.17,1005.70,63.28,59.20,0.05,-0.08,1.16,4.71,-0.45,10.83,52.52,76.60,95.14,20.02
