Time(ms),Temp(C),Pressure(hPa),Alt(m),FiltAlt(m),AccX(g),AccY(g),AccZ(g),GyroX(deg/s),GyroY(deg/s),GyroZ(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),LM35Temp(C)
16152,19.61,1040.16,668.50,668.42,-0.02,0.02,0.97,3.71,-0.32,-1.40,8.57,-84.86,-25.00,21.00
16183,19.61,1040.16,668.54,668.45,0.00,0.01,0.97,3.71,-0.54,-1.63,8.58,-84.88,-25.05,20.51
16215,19.61,1040.16,668.54,668.47,-0.02,0.00,0.97,3.55,-0.83,-1.42,8.57,-84.88,-25.10,20.51
16247,19.61,1040.16,668.54,668.48,-0.01,0.01,0.97,3.83,-0.64,-1.37,8.58,-84.89,-25.14,21.00
16280,19.61,1040.18,668.38,668.46,-0.01,0.00,0.97,3.65,-0.59,-1.48,8.57,-84.89,-25.19,21.00
16311,19.61,1040.18,668.38,668.45,-0.02,0.01,0.97,3.66,-0.09,-1.61,8.58,-84.87,-25.24,21.00
16343,19.61,1040.18,668.38,668.43,-0.00,0.01,0.97,3.66,-0.42,-1.39,8.58,-84.88,-25.28,20.51
16375,19.61,1040.20,668.22,668.39,-0.01,0.01,0.97,3.68,-0.41,-1.60,8.58,-84.87,-25.34,19.53
16407,19.61,1040.20,668.22,668.36,-0.00,0.01,0.97,3.57,-0.32,-1.57,8.58,-84.88,-25.39,20.02
16440,19.61,1040.20,668.22,668.33,-0.01,0.01,0.97,3.36,-0.24,-1.54,8.57,-84.87,-25.44,20.51
16472,19.62,1040.14,668.66,668.39,-0.01,0.01,0.97,3.40,-0.07,-1.52,8.57,-84.86,-25.49,20.51
16504,19.62,1040.14,668.66,668.45,-0.01,0.01,0.97,3.72,0.07,-1.80,8.57,-84.85,-25.54,21.00
16535,19.62,1040.14,668.66,668.49,-0.01,0.01,0.98,3.57,-0.36,-1.54,8.57,-84.84,-25.59,20.51
16566,19.61,1040.16,668.48,668.49,-0.01,0.01,0.98,3.63,-0.30,-1.55,8.57,-84.84,-25.64,20.02
16598,19.61,1040.16,668.48,668.49,-0.01,0.01,0.97,3.78,-0.65,-1.45,8.57,-84.85,-25.68,21.00
16632,19.61,1040.16,668.48,668.48,-0.01,0.01,0.97,3.57,-0.18,-1.60,8.57,-84.84,-25.74,20.51
16663,19.61,1040.16,668.50,668.49,-0.00,0.01,0.96,3.49,-0.42,-1.63,8.57,-84.85,-25.79,20.02
16694,19.61,1040.16,668.50,668.49,-0.01,0.01,0.97,3.58,-0.36,-1.37,8.57,-84.85,-25.83,21.00
16726,19.61,1040.16,668.50,668.49,-0.00,0.00,0.97,3.52,-0.25,-1.71,8.56,-84.85,-25.89,21.00
16757,19.61,1040.16,668.50,668.49,-0.02,0.00,0.97,3.77,-1.05,-1.34,8.55,-84.86,-25.93,20.51
16791,19.61,1040.16,668.50,668.50,-0.02,0.01,0.97,3.40,0.10,-1.71,8.56,-84.84,-25.99,20.02
16822,19.61,1040.16,668.50,668.50,-0.01,0.01,0.98,3.58,-0.19,-1.60,8.56,-84.83,-26.04,20.02
16854,19.61,1040.20,668.22,668.44,-0.02,0.01,0.97,3.72,-0.03,-1.71,8.56,-84.81,-26.09,21.00
16885,19.61,1040.20,668.22,668.40,-0.01,0.01,0.97,3.72,-0.82,-1.55,8.56,-84.82,-26.14,20.51
16916,19.61,1040.20,668.22,668.36,-0.01,0.01,0.97,3.57,-1.05,-1.20,8.56,-84.84,-26.18,19.53
16948,19.61,1040.19,668.23,668.33,-0.01,0.01,0.98,3.71,-0.85,-1.58,8.56,-84.86,-26.23,20.51
16982,19.61,1040.19,668.23,668.31,-0.00,0.01,0.98,3.57,-0.35,-1.75,8.56,-84.86,-26.29,21.00
17013,19.61,1040.19,668.23,668.30,-0.02,0.01,0.97,3.66,-0.42,-1.37,8.56,-84.85,-26.33,20.02
17044,19.61,1040.17,668.39,668.31,-0.00,0.00,0.98,3.69,-0.68,-1.52,8.56,-84.86,-26.38,20.51
17076,19.61,1040.17,668.39,668.33,-0.01,0.00,0.97,3.49,-0.45,-1.49,8.54,-84.87,-26.42,21.00
17108,19.61,1040.17,668.39,668.34,-0.00,0.01,0.97,3.65,-0.30,-1.51,8.55,-84.87,-26.47,21.00
17141,19.62,1040.17,668.45,668.36,-0.01,0.01,0.97,3.48,-0.19,-1.43,8.55,-84.87,-26.52,20.51
17172,19.62,1040.17,668.45,668.38,-0.02,0.01,0.97,3.42,0.11,-1.66,8.54,-84.84,-26.57,20.51
17204,19.62,1040.17,668.45,668.40,-0.01,0.01,0.97,3.63,-0.19,-1.66,8.54,-84.84,-26.62,20.51
17236,19.62,1040.18,668.32,668.38,-0.01,0.01,0.98,3.81,0.22,-1.48,8.55,-84.81,-26.67,20.02
17267,19.62,1040.18,668.32,668.37,-0.00,0.01,0.97,3.60,-0.97,-1.52,8.55,-84.84,-26.72,20.02
17298,19.62,1040.18,668.32,668.36,-0.01,0.01,0.97,3.75,-1.03,-1.36,8.55,-84.85,-26.76,20.02
17332,19.61,1040.18,668.33,668.35,-0.01,0.01,0.98,3.58,0.23,-1.65,8.56,-84.83,-26.82,20.51
17364,19.61,1040.18,668.33,668.35,-0.00,0.01,0.96,3.45,-0.39,-1.58,8.56,-84.84,-26.87,20.51
17395,19.61,1040.18,668.33,668.35,-0.01,0.02,0.97,3.72,-0.96,-1.43,8.57,-84.85,-26.91,21.00
17426,19.61,1040.18,668.37,668.35,-0.00,0.01,0.97,3.66,-1.05,-1.40,8.57,-84.88,-26.95,19.53
17458,19.61,1040.18,668.37,668.35,-0.01,0.01,0.97,3.63,-0.91,-1.42,8.57,-84.89,-27.00,21.00
17492,19.61,1040.18,668.37,668.36,-0.02,0.01,0.98,3.77,-0.90,-1.49,8.58,-84.90,-27.05,20.51
17523,19.61,1040.17,668.43,668.37,-0.01,0.01,0.97,3.54,-1.09,-1.51,8.57,-84.92,-27.10,20.02
17554,19.61,1040.17,668.43,668.39,-0.01,0.01,0.97,3.52,-0.65,-1.46,8.57,-84.92,-27.14,21.00
17586,19.61,1040.17,668.43,668.39,-0.01,0.01,0.96,3.62,-0.91,-1.58,8.57,-84.94,-27.19,19.53
17618,19.62,1040.16,668.51,668.42,-0.02,0.01,0.97,3.42,-0.70,-1.54,8.57,-84.93,-27.24,20.51
17649,19.62,1040.16,668.51,668.44,-0.01,0.01,0.98,3.57,-0.30,-1.49,8.57,-84.93,-27.29,20.51
17682,19.62,1040.16,668.51,668.45,-0.01,0.00,0.97,3.63,-0.88,-1.36,8.56,-84.95,-27.33,21.00
17714,19.62,1040.15,668.55,668.47,-0.01,0.01,0.97,3.65,-0.80,-1.55,8.57,-84.95,-27.38,20.51
17746,19.62,1040.15,668.55,668.49,-0.01,0.01,0.98,3.48,-1.12,-1.43,8.57,-84.98,-27.43,20.02
17777,19.62,1040.15,668.55,668.50,-0.01,0.01,0.97,3.52,-0.42,-1.40,8.56,-84.97,-27.47,21.00
17808,19.61,1040.15,668.56,668.51,-0.01,0.01,0.97,3.46,-0.35,-1.80,8.55,-84.97,-27.53,20.02
17842,19.61,1040.15,668.56,668.52,-0.01,0.01,0.97,3.77,-1.02,-1.23,8.56,-84.99,-27.57,19.53
17874,19.61,1040.15,668.56,668.53,-0.01,0.01,0.96,3.62,-0.87,-1.37,8.56,-85.00,-27.61,21.00
17905,19.61,1040.15,668.61,668.55,-0.01,0.01,0.98,3.43,-0.71,-1.58,8.55,-85.00,-27.66,20.51
17936,19.61,1040.15,668.61,668.56,-0.01,0.01,0.97,3.42,-0.22,-1.61,8.54,-84.99,-27.71,19.53
17968,19.61,1040.15,668.61,668.57,-0.00,0.01,0.98,3.58,-0.06,-1.69,8.55,-84.98,-27.77,20.51
18000,19.61,1040.15,668.43,668.54,-0.02,0.01,0.97,3.43,-0.29,-1.57,8.54,-84.97,-27.82,20.51
18033,19.62,1040.17,668.43,668.52,-0.01,0.01,0.97,3.51,-0.36,-1.61,8.54,-84.96,-27.87,20.02
18064,19.62,1040.17,668.43,668.50,-0.01,0.02,0.97,3.58,-0.56,-1.45,8.55,-84.97,-27.92,21.00
18096,19.62,1040.17,668.54,668.51,-0.01,0.01,0.96,3.58,-0.25,-1.57,8.54,-84.95,-27.97,20.51
18128,19.61,1040.17,668.44,668.49,-0.00,0.01,0.96,3.55,-0.15,-1.71,8.55,-84.95,-28.02,21.00
18159,19.61,1040.17,668.44,668.48,-0.01,0.01,0.97,3.63,-0.30,-1.68,8.55,-84.94,-28.07,20.02
18192,19.61,1040.17,668.44,668.47,-0.01,0.01,0.97,3.57,-0.32,-1.57,8.55,-84.93,-28.12,19.53
18224,19.61,1040.17,668.44,668.47,-0.00,0.01,0.97,3.72,-0.59,-1.61,8.56,-84.94,-28.18,21.00
18256,19.61,1040.17,668.44,668.46,-0.02,0.01,0.97,3.49,-0.29,-1.71,8.55,-84.92,-28.23,20.51
18287,19.61,1040.17,668.44,668.46,-0.00,0.01,0.98,3.55,-0.44,-1.63,8.55,-84.93,-28.28,19.53
18318,19.62,1040.17,668.40,668.45,-0.01,0.01,0.97,3.78,-0.67,-1.36,8.55,-84.93,-28.32,21.48
18350,19.62,1040.17,668.40,668.44,-0.01,0.01,0.97,3.65,-0.77,-1.37,8.56,-84.94,-28.37,21.48
18384,19.62,1040.17,668.40,668.43,-0.01,0.02,0.97,3.60,-0.30,-1.77,8.57,-84.94,-28.43,21.00
18415,19.62,1040.17,668.41,668.43,-0.01,0.01,0.97,3.49,-0.12,-1.71,8.57,-84.92,-28.48,21.00
18446,19.62,1040.17,668.41,668.42,-0.01,0.01,0.97,3.65,-0.45,-1.52,8.57,-84.92,-28.53,20.51
18478,19.62,1040.17,668.41,668.42,-0.01,0.02,0.97,3.69,-0.35,-1.37,8.58,-84.92,-28.57,20.51
18510,19.61,1040.17,668.42,668.42,-0.01,0.01,0.97,3.63,-0.50,-1.65,8.58,-84.92,-28.62,20.51
18543,19.61,1040.17,668.42,668.42,-0.01,0.01,0.97,3.52,-0.33,-1.60,8.58,-84.92,-28.68,20.51
18574,19.61,1040.17,668.42,668.42,-0.01,0.01,0.97,3.66,-0.13,-1.52,8.57,-84.90,-28.72,20.51
18606,19.61,1040.15,668.56,668.45,-0.00,0.02,0.97,3.52,-0.47,-1.57,8.58,-84.91,-28.77,21.00
18638,19.61,1040.15,668.56,668.47,-0.02,0.01,0.98,3.71,-0.18,-1.63,8.59,-84.89,-28.83,21.00
18669,19.61,1040.15,668.56,668.49,-0.00,0.01,0.97,3.65,-1.00,-1.34,8.59,-84.91,-28.87,20.02
18700,19.62,1040.16,668.50,668.49,-0.01,0.01,0.97,3.65,-1.09,-1.48,8.59,-84.93,-28.91,20.51
18734,19.62,1040.16,668.50,668.49,-0.01,0.01,0.96,3.63,0.07,-1.71,8.60,-84.92,-28.97,21.00
18766,19.62,1040.16,668.50,668.50,-0.00,0.01,0.97,3.63,-0.56,-1.55,8.60,-84.93,-29.02,19.53
18797,19.62,1040.15,668.55,668.51,-0.01,0.01,0.97,3.66,-0.82,-1.37,8.60,-84.94,-29.06,20.51
18828,19.62,1040.15,668.55,668.52,-0.00,0.01,0.97,3.78,-0.87,-1.52,8.60,-84.96,-29.11,20.51
18860,19.62,1040.15,668.55,668.52,-0.01,0.01,0.97,3.62,-1.00,-1.52,8.60,-84.97,-29.16,21.00
18894,19.62,1040.17,668.47,668.51,-0.00,0.01,0.97,3.58,0.02,-1.74,8.61,-84.96,-29.22,21.00
18925,19.62,1040.17,668.47,668.50,-0.01,0.01,0.97,3.60,-1.00,-1.42,8.60,-84.98,-29.26,20.02
18956,19.62,1040.17,668.47,668.50,-0.01,0.01,0.97,3.77,-0.96,-1.48,8.60,-85.00,-29.31,21.00
18988,19.62,1040.14,668.67,668.53,-0.00,0.01,0.97,3.60,-0.93,-1.39,8.60,-85.02,-29.35,20.02
19020,19.62,1040.14,668.67,668.56,-0.02,0.01,0.98,3.65,-0.85,-1.32,8.60,-85.02,-29.40,20.02
19051,19.62,1040.14,668.67,668.58,0.00,0.01,0.97,3.55,-0.77,-1.45,8.60,-85.04,-29.44,21.00
19085,19.62,1040.14,668.67,668.60,-0.01,0.00,0.97,3.58,-0.53,-1.55,8.60,-85.03,-29.49,20.02
19117,19.62,1040.14,668.67,668.61,-0.01,0.01,0.97,3.71,-0.41,-1.49,8.60,-85.03,-29.54,20.51
19149,19.62,1040.14,668.67,668.62,-0.01,0.01,0.96,3.66,-0.88,-1.42,8.60,-85.04,-29.59,21.00
19181,19.61,1040.16,668.48,668.59,-0.02,0.01,0.97,3.74,-0.56,-1.54,8.61,-85.03,-29.64,21.48
19212,19.61,1040.16,668.48,668.57,-0.00,0.01,0.97,3.72,-1.02,-1.36,8.61,-85.05,-29.68,20.02
19246,19.61,1040.16,668.48,668.55,-0.01,0.01,0.97,3.43,-0.18,-1.69,8.62,-85.04,-29.73,20.51
19278,19.61,1040.17,668.41,668.52,-0.01,0.01,0.97,3.60,-0.15,-1.69,8.62,-85.03,-29.79,21.00
19309,19.61,1040.17,668.41,668.50,-0.01,0.00,0.97,3.81,-0.96,-1.36,8.62,-85.03,-29.83,20.51
19340,19.61,1040.17,668.41,668.48,-0.01,0.01,0.97,3.63,-0.77,-1.51,8.62,-85.04,-29.88,20.02
19372,19.61,1040.16,668.50,668.49,-0.01,0.01,0.97,3.68,-0.96,-1.32,8.62,-85.05,-29.92,20.02
19404,19.61,1040.16,668.50,668.49,-0.01,0.00,0.97,3.81,-1.17,-1.46,8.61,-85.06,-29.97,20.02
19437,19.61,1040.16,668.50,668.49,-0.01,0.01,0.97,3.87,-0.91,-1.31,8.63,-85.08,-30.01,20.51
19468,19.61,1040.17,668.43,668.48,-0.01,0.01,0.97,3.74,-0.94,-1.32,8.62,-85.09,-30.05,20.02
19500,19.61,1040.17,668.43,668.47,-0.01,0.01,0.98,3.81,-0.79,-1.52,8.62,-85.09,-30.10,21.00
19532,19.61,1040.17,668.43,668.46,-0.01,0.01,0.97,3.77,-0.82,-1.26,8.62,-85.10,-30.14,21.00
19563,19.61,1040.16,668.53,668.47,-0.02,0.01,0.97,3.66,-0.88,-1.32,8.63,-85.10,-30.18,21.00
19597,19.61,1040.16,668.53,668.49,-0.01,0.01,0.97,3.63,-0.18,-1.60,8.64,-85.09,-30.24,20.51
19629,19.61,1040.16,668.53,668.49,0.19,0.02,1.03,3.05,9.58,-6.24,8.63,-84.99,-30.43,21.00
19661,19.61,1040.16,668.52,668.50,0.02,-0.01,0.93,4.90,-4.76,4.57,8.66,-85.16,-30.29,20.51
19693,19.61,1040.16,668.52,668.50,0.01,0.01,0.99,2.44,-3.60,-4.13,8.62,-85.27,-30.42,20.51
19724,19.61,1040.16,668.52,668.51,-0.00,0.01,0.97,1.89,0.25,-7.05,8.56,-85.25,-30.64,21.00
19756,19.61,1040.16,668.53,668.51,-0.10,-0.00,1.05,2.23,6.42,-2.70,8.51,-84.93,-30.73,20.51
19790,19.61,1040.16,668.53,668.51,0.01,0.01,0.95,3.65,0.28,0.68,8.52,-84.93,-30.70,21.00
19821,19.61,1040.16,668.53,668.52,-0.03,0.01,0.96,3.39,-4.13,-0.41,8.51,-85.01,-30.72,21.00
19852,19.61,1040.16,668.49,668.51,0.01,0.02,0.97,1.91,0.72,-5.69,8.47,-84.99,-30.89,19.53
19884,19.61,1040.16,668.49,668.51,0.02,0.00,0.99,2.82,2.34,-2.97,8.44,-84.94,-30.99,21.00
19916,19.61,1040.16,668.49,668.50,-0.02,0.02,0.99,5.43,1.96,2.10,8.51,-84.85,-30.92,21.00
19949,19.61,1040.14,668.65,668.53,-0.00,0.01,0.97,4.42,1.96,0.57,8.54,-84.78,-30.90,20.51
19980,19.61,1040.14,668.65,668.56,-0.02,-0.01,0.99,3.36,-10.21,-1.86,8.50,-85.07,-30.96,21.00
20012,19.61,1040.14,668.65,668.58,0.02,0.01,0.96,0.96,0.02,-9.13,8.43,-85.09,-31.25,20.02
20044,19.61,1040.15,668.61,668.58,-0.03,-0.01,0.97,3.45,-2.58,-2.21,8.40,-85.12,-31.32,21.00
20075,19.61,1040.15,668.61,668.59,-0.00,-0.00,0.97,4.65,1.24,1.97,8.43,-85.07,-31.26,20.02
20107,19.61,1040.15,668.61,668.59,-0.03,-0.00,0.97,3.39,9.59,-2.20,8.41,-84.74,-31.33,20.02
20141,19.62,1040.13,668.72,668.62,0.00,0.00,0.96,3.45,-6.32,-0.49,8.40,-84.96,-31.34,21.00
20173,19.62,1040.13,668.72,668.64,-0.00,0.01,0.96,2.52,5.18,-5.57,8.37,-84.78,-31.52,20.02
20205,19.62,1040.13,668.72,668.66,-0.01,-0.01,0.96,4.20,2.45,0.87,8.38,-84.69,-31.49,20.51
20236,19.61,1040.17,668.40,668.60,-0.04,0.02,0.96,4.79,0.92,2.35,8.42,-84.61,-31.42,20.51
20268,19.61,1040.17,668.40,668.56,-0.01,0.01,0.97,3.05,-3.14,-2.68,8.41,-84.70,-31.51,19.53
20300,19.61,1040.17,668.40,668.53,0.01,0.00,0.98,1.91,-0.65,-5.29,8.36,-84.74,-31.68,20.51
20333,19.61,1040.16,668.54,668.53,-0.02,0.01,0.97,3.55,-9.38,0.77,8.37,-85.02,-31.65,20.51
20364,19.61,1040.16,668.54,668.53,-0.00,0.01,0.97,3.14,7.88,-4.16,8.35,-84.77,-31.78,20.51
20396,19.61,1040.16,668.54,668.54,0.03,0.01,0.97,4.97,25.07,-1.34,8.39,-84.02,-31.82,21.00
20428,19.61,1040.16,668.50,668.53,0.11,0.11,0.92,13.55,10.04,12.49,8.84,-83.85,-31.42,21.48
20459,19.61,1040.16,668.50,668.52,-0.06,-0.01,0.98,23.52,-9.14,12.29,9.43,-84.08,-31.03,19.53
20493,19.61,1040.16,668.50,668.52,-0.03,0.02,0.96,9.11,-6.04,-8.41,9.60,-84.26,-31.31,20.51
20525,19.62,1040.15,668.58,668.53,-0.05,0.00,0.91,1.94,0.19,-18.82,9.52,-84.20,-31.91,20.51
20557,19.62,1040.15,668.58,668.54,0.03,-0.01,1.02,21.17,-6.36,-9.84,10.03,-84.45,-32.22,20.02
20589,19.62,1040.15,668.58,668.55,-0.05,0.01,0.95,39.43,-3.02,-8.16,11.12,-84.49,-32.49,20.51
20620,19.62,1040.16,668.49,668.54,-0.03,0.02,0.90,34.74,-10.13,-7.95,12.03,-84.76,-32.73,20.51
20654,19.62,1040.16,668.49,668.53,-0.12,0.05,0.94,21.39,-37.89,-10.73,12.61,-85.88,-33.10,20.02
20686,19.62,1040.16,668.49,668.52,0.13,-0.15,1.16,3.66,-51.22,-2.09,12.38,-87.59,-33.16,20.02
20717,19.61,1040.17,668.43,668.50,0.09,0.03,0.98,-11.04,13.03,28.54,11.88,-87.24,-32.28,21.48
20748,19.61,1040.17,668.43,668.49,-0.04,0.01,1.03,2.33,15.53,23.50,11.77,-86.67,-31.55,20.02
20780,19.61,1040.17,668.43,668.48,0.04,0.04,0.98,4.13,1.59,-5.65,11.76,-86.63,-31.73,21.00
20812,19.61,1040.16,668.49,668.48,0.05,0.10,0.93,-2.64,2.17,-25.98,11.61,-86.58,-32.56,21.00
20845,19.61,1040.16,668.49,668.48,-0.03,-0.02,0.95,-0.28,-6.19,-42.33,11.38,-86.70,-33.96,20.51
20876,19.61,1040.16,668.49,668.48,-0.03,0.15,0.92,2.16,-2.93,3.27,11.45,-86.71,-33.86,21.00
20908,19.61,1040.16,668.52,668.49,0.04,0.03,1.02,-11.38,-7.06,35.33,10.95,-86.93,-32.73,20.51
20940,19.61,1040.16,668.52,668.50,-0.01,0.16,1.07,6.67,7.32,12.51,11.16,-86.65,-32.33,21.00
20971,19.61,1040.16,668.52,668.50,-0.06,-0.01,1.02,6.78,-5.60,12.87,11.18,-86.73,-31.92,20.51
21005,19.61,1040.15,668.56,668.51,0.02,0.01,0.97,-4.25,-17.87,7.27,10.88,-87.29,-31.68,20.51
21037,19.61,1040.15,668.56,668.52,0.24,0.07,0.81,-7.88,35.68,-1.32,10.56,-86.44,-31.72,21.00
21069,19.61,1040.15,668.56,668.53,0.14,-0.18,0.55,-29.24,26.31,-90.06,9.13,-85.85,-34.60,20.51
21101,19.61,1040.17,668.45,668.51,-0.01,0.27,0.88,-7.38,-7.86,-27.48,9.11,-86.07,-35.48,21.00
21132,19.61,1040.17,668.45,668.50,-0.25,0.09,1.16,18.10,12.71,20.57,9.61,-85.41,-34.84,21.00
21164,19.61,1040.17,668.45,668.49,-0.01,-0.01,0.96,9.92,1.04,18.20,9.76,-85.36,-34.26,19.53
21198,19.62,1040.15,668.58,668.51,0.03,-0.02,0.98,8.29,2.77,3.16,9.87,-85.29,-34.15,21.00
21229,19.62,1040.15,668.58,668.52,-0.01,-0.01,1.01,5.89,22.23,-9.60,9.89,-84.60,-34.45,20.02
21260,19.62,1040.15,668.58,668.53,-0.07,-0.01,1.01,1.25,25.76,-6.65,9.77,-83.74,-34.65,20.51
21292,19.62,1040.16,668.54,668.54,-0.11,0.00,0.93,-8.80,-14.16,7.76,9.35,-84.07,-34.41,20.51
21324,19.62,1040.16,668.54,668.54,-0.02,-0.02,0.91,-10.26,-16.15,11.47,8.87,-84.57,-34.04,20.51
21357,19.62,1040.16,668.54,668.54,-0.02,0.03,1.05,-16.13,12.31,-5.05,8.25,-84.15,-34.21,21.00
21388,19.62,1040.16,668.43,668.52,-0.22,0.01,1.17,-15.59,-14.50,9.03,7.66,-84.39,-33.93,20.51
21420,19.61,1040.17,668.43,668.50,-0.16,0.07,0.95,-12.74,-50.82,11.62,7.23,-85.81,-33.55,19.53
21452,19.61,1040.17,668.43,668.48,-0.15,0.07,0.94,-12.58,-35.95,14.74,6.83,-86.73,-33.08,20.51
21483,19.61,1040.17,668.43,668.47,-0.09,0.02,0.94,-11.61,-24.50,25.10,6.40,-87.36,-32.28,20.02
21515,19.61,1040.16,668.50,668.48,-0.03,-0.03,0.96,-14.45,-17.28,13.73,5.84,-87.79,-31.85,21.00
21549,19.61,1040.16,668.50,668.48,0.01,-0.02,1.00,-14.54,-12.30,0.06,5.26,-88.15,-31.85,20.02
21581,19.61,1040.16,668.50,668.49,0.07,-0.00,0.94,-11.15,1.42,-8.29,4.85,-88.12,-32.12,20.51
21613,19.61,1040.17,668.47,668.48,0.05,0.02,0.92,-5.04,11.41,0.64,4.67,-87.75,-32.10,20.51
21644,19.61,1040.17,668.47,668.48,0.04,0.04,0.94,3.87,7.07,16.05,4.78,-87.53,-31.60,20.51
21676,19.61,1040.17,668.47,668.48,0.00,0.02,0.96,7.72,5.33,16.74,5.00,-87.30,-31.06,20.51
21710,19.61,1040.16,668.48,668.48,0.02,0.09,0.91,13.69,9.67,26.35,5.52,-86.95,-30.17,21.00
21741,19.61,1040.16,668.48,668.48,0.04,0.08,0.96,22.88,10.46,45.38,6.24,-86.64,-28.76,21.00
21772,19.61,1040.16,668.48,668.48,0.05,0.06,0.98,27.75,-1.90,54.25,7.07,-86.71,-27.08,21.00
21804,19.61,1040.14,668.68,668.52,0.03,0.03,1.00,26.49,-3.92,40.98,7.84,-86.83,-25.77,20.51
21836,19.61,1040.14,668.68,668.55,0.03,0.02,1.06,17.43,-4.83,10.80,8.30,-86.97,-25.42,20.51
21867,19.61,1040.14,668.68,668.57,0.03,0.10,1.06,13.60,-6.83,-6.39,8.72,-87.18,-25.63,21.00
21901,19.61,1040.14,668.66,668.59,0.02,0.19,1.06,1.58,-8.38,-34.04,8.85,-87.43,-26.75,21.00
21933,19.61,1040.14,668.66,668.61,0.03,0.17,1.08,12.82,-9.23,-10.84,9.30,-87.70,-27.10,20.51
21965,19.61,1040.14,668.66,668.62,0.05,0.12,1.10,16.93,-6.64,2.57,9.82,-87.90,-27.01,20.51
21997,19.61,1040.15,668.58,668.61,0.02,0.12,1.12,15.03,0.68,-2.07,10.26,-87.84,-27.08,20.02
22028,19.61,1040.15,668.58,668.60,0.06,0.09,1.14,13.42,-0.21,0.78,10.60,-87.84,-27.06,20.02
22062,19.61,1040.15,668.58,668.60,0.11,0.18,1.10,17.95,1.46,-11.17,11.22,-87.84,-27.44,20.02
22094,19.61,1040.18,668.37,668.55,0.06,0.13,1.18,22.47,5.01,3.90,11.88,-87.68,-27.31,21.00
22125,19.61,1040.18,668.37,668.52,0.09,0.14,1.12,17.63,-2.59,-2.24,12.37,-87.78,-27.38,20.51
22156,19.61,1040.18,668.37,668.49,0.04,0.16,1.10,8.10,-3.12,-14.41,12.58,-87.86,-27.83,21.00
22188,19.61,1040.18,668.34,668.46,0.01,0.20,1.07,2.06,-0.73,-12.65,12.65,-87.82,-28.23,21.00
22220,19.61,1040.18,668.34,668.43,0.03,0.17,1.04,2.35,-8.03,0.46,12.71,-88.05,-28.22,19.53
22253,19.61,1040.18,668.34,668.42,0.09,0.16,1.02,-1.53,-7.84,4.00,12.63,-88.33,-28.09,21.00
22284,19.61,1040.20,668.20,668.37,0.11,0.16,1.02,-2.92,-2.35,7.26,12.51,-88.45,-27.86,21.00
22316,19.61,1040.20,668.20,668.34,0.06,0.16,1.09,-5.96,-0.88,3.82,12.29,-88.47,-27.74,21.00
22348,19.61,1040.20,668.20,668.31,0.04,0.12,1.04,0.91,3.30,9.06,12.25,-88.34,-27.45,20.51
22379,19.61,1040.20,668.16,668.28,0.02,0.09,1.06,4.90,9.32,11.53,12.31,-88.00,-27.08,20.02
22413,19.61,1040.20,668.16,668.26,0.05,0.11,1.06,0.01,-0.68,0.57,12.22,-88.01,-27.06,20.02
22445,19.61,1040.20,668.16,668.24,0.09,0.10,1.02,-8.26,-3.41,-10.00,11.88,-88.14,-27.38,20.51
22477,19.61,1040.20,668.17,668.22,0.03,0.14,1.11,-9.30,-0.16,-14.56,11.54,-88.11,-27.85,20.51
22509,19.61,1040.20,668.17,668.21,0.02,0.17,1.13,-8.35,0.69,-12.41,11.27,-88.04,-28.24,21.00
22540,19.61,1040.20,668.17,668.20,0.06,0.15,1.07,-6.61,-0.16,-10.52,11.05,-88.04,-28.57,20.02
22572,19.61,1040.19,668.23,668.21,0.08,0.15,1.03,-3.13,2.62,-2.49,10.94,-87.98,-28.65,20.02
22602,19.61,1040.19,668.23,668.21,0.14,0.10,1.00,-2.89,3.04,-3.69,10.80,-87.99,-28.76,21.00
22633,19.61,1040.19,668.23,668.22,0.05,0.14,1.02,-3.38,0.62,-3.19,10.68,-87.96,-28.86,21.48
22665,19.61,1040.18,668.37,668.25,-0.02,0.13,1.08,-2.86,-3.40,-3.89,10.57,-87.98,-28.98,20.51
22697,19.61,1040.18,668.37,668.27,0.00,0.11,1.05,-1.93,-0.91,6.97,10.46,-87.95,-28.76,21.00
22728,19.61,1040.18,668.37,668.29,0.02,0.06,1.01,2.71,0.33,12.98,10.45,-87.90,-28.36,20.02
22767,19.61,1040.20,668.21,668.28,0.05,0.11,1.02,5.86,5.04,13.00,10.64,-87.70,-27.85,20.02
22798,19.61,1040.20,668.21,668.26,0.08,0.13,1.02,-5.04,7.06,0.22,10.47,-87.52,-27.84,21.00
22830,19.61,1040.20,668.21,668.25,0.03,0.11,1.06,-1.61,8.07,-4.67,10.37,-87.25,-27.99,21.00
22862,19.61,1040.18,668.37,668.28,0.04,0.09,1.06,2.73,5.87,-7.75,10.40,-87.06,-28.24,20.51
22893,19.61,1040.18,668.37,668.29,0.04,0.10,1.05,4.15,5.52,-17.39,10.48,-86.89,-28.78,20.51
22924,19.61,1040.18,668.37,668.31,0.01,0.12,1.06,8.61,4.26,-15.40,10.70,-86.73,-29.26,21.00
22958,19.61,1040.16,668.52,668.35,0.01,0.11,1.01,9.57,2.17,-15.63,10.98,-86.63,-29.79,21.00
22990,19.61,1040.16,668.52,668.38,-0.01,0.12,1.03,9.91,7.73,-7.92,11.25,-86.33,-30.04,21.48
