Time(ms),Temp(C),Pressure(hPa),Alt(m),FiltAlt(m),AccX(g),AccY(g),AccZ(g),GyroX(deg/s),GyroY(deg/s),GyroZ(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),LM35Temp(C)
32323,19.61,1040.19,668.30,668.31,-0.53,0.07,1.28,25.10,273.23,4.31,14.10,-36.25,-47.63,21.00
32354,19.61,1040.20,668.21,668.29,-0.41,0.04,1.27,11.91,228.46,-6.52,14.26,-29.92,-47.83,20.51
32386,19.61,1040.20,668.21,668.27,-0.38,0.06,1.27,-3.33,150.01,-11.95,13.98,-25.99,-48.21,21.48
32420,19.61,1040.20,668.21,668.26,-0.12,0.05,1.13,-11.21,101.24,-1.11,13.42,-23.67,-48.25,21.00
32452,19.61,1040.20,668.21,668.25,-0.00,0.04,1.04,-11.97,111.26,12.87,12.87,-21.40,-47.84,21.48
32483,19.61,1040.20,668.21,668.24,0.12,0.00,0.98,-13.47,139.68,14.43,12.25,-18.56,-47.39,20.02
32515,19.61,1040.20,668.21,668.23,0.11,-0.01,1.03,-18.11,137.73,6.02,11.48,-15.69,-47.20,21.48
32547,19.61,1040.19,668.30,668.25,0.35,-0.02,0.96,-21.24,93.70,-0.47,10.61,-10.93,-47.21,20.51
32578,19.61,1040.19,668.30,668.26,0.30,-0.00,1.00,-21.04,25.41,0.26,9.80,-8.38,-47.21,21.00
32611,19.61,1040.19,668.30,668.27,0.38,-0.01,0.94,-15.45,-50.33,8.28,9.14,-8.37,-46.93,20.51
32643,19.61,1040.20,668.19,668.25,0.31,-0.02,0.94,-9.55,-95.89,9.64,8.69,-9.67,-46.62,21.00
32675,19.61,1040.20,668.19,668.24,0.25,-0.03,0.93,-5.45,-112.22,-1.02,8.36,-15.00,-46.66,20.51
32706,19.61,1040.20,668.19,668.23,0.17,-0.01,0.97,-1.85,-111.26,-13.16,8.17,-19.97,-47.07,20.51
32737,19.61,1040.18,668.31,668.25,-0.03,0.01,1.08,1.92,-117.86,-20.03,8.12,-24.81,-47.69,20.51
32771,19.61,1040.18,668.31,668.26,-0.20,0.04,1.17,7.45,-155.77,-12.21,8.29,-31.00,-48.10,21.48
32803,19.61,1040.18,668.31,668.27,-0.36,0.05,1.23,8.32,-206.47,-10.39,8.47,-38.22,-48.43,21.00
32834,19.61,1040.20,668.15,668.25,-0.50,0.04,1.26,7.49,-243.12,-13.74,8.62,-46.10,-48.86,21.00
32865,19.61,1040.20,668.15,668.23,-0.55,0.06,1.27,4.65,-243.66,-18.27,8.69,-53.81,-49.43,21.48
32897,19.61,1040.20,668.15,668.21,-0.57,0.07,1.29,0.53,-214.67,-13.49,8.64,-60.68,-49.86,20.51
32929,19.60,1040.22,668.03,668.17,-0.65,0.09,1.35,-6.95,-196.35,-6.18,8.36,-66.81,-50.06,21.00
32959,19.60,1040.22,668.03,668.14,-0.64,0.08,1.35,-18.16,-208.45,-0.81,7.76,-72.99,-50.08,21.00
32991,19.60,1040.22,668.03,668.12,-0.63,0.08,1.34,-29.24,-233.34,2.42,6.83,-79.81,-50.01,20.51
33023,19.61,1040.20,668.16,668.13,-0.52,0.08,1.27,-36.00,-236.27,4.97,5.67,-86.87,-49.85,21.00
33054,19.61,1040.20,668.16,668.13,-0.37,0.06,1.19,-35.42,-205.22,8.95,4.58,-92.72,-49.57,20.51
33085,19.61,1040.20,668.16,668.14,-0.27,0.04,1.14,-28.83,-156.58,10.49,3.71,-97.05,-49.24,21.00
33119,19.60,1040.22,668.03,668.12,-0.23,0.03,1.15,-17.93,-124.07,10.60,3.11,-100.71,-48.88,20.02
33152,19.60,1040.22,668.03,668.10,-0.09,0.01,1.10,-6.49,-123.89,5.51,2.90,-104.31,-48.70,20.51
33183,19.60,1040.22,668.03,668.08,0.06,-0.01,1.04,4.44,-127.40,-1.25,3.01,-107.85,-48.74,21.00
33214,19.60,1040.20,668.21,668.11,0.20,-0.01,0.95,18.03,-115.11,-1.39,3.54,-111.12,-48.78,21.00
33246,19.60,1040.20,668.21,668.13,0.34,-0.01,0.87,31.68,-77.16,-0.94,4.50,-113.43,-48.81,20.51
33280,19.60,1040.20,668.21,668.14,0.40,-0.03,0.85,42.10,-20.44,-5.63,5.82,-114.04,-49.00,21.00
33311,19.60,1040.19,668.25,668.16,0.40,-0.02,0.86,45.89,24.49,-14.24,7.12,-113.21,-49.45,21.00
33342,19.60,1040.19,668.25,668.18,0.36,-0.01,0.89,44.76,50.80,-17.89,8.37,-111.54,-50.00,21.00
33374,19.60,1040.19,668.25,668.19,0.29,0.02,0.94,39.81,61.18,-9.49,9.53,-109.43,-50.30,21.00
33406,19.61,1040.20,668.16,668.19,0.20,0.02,0.98,30.21,67.55,-3.17,10.35,-107.04,-50.41,21.00
33439,19.61,1040.20,668.16,668.18,0.09,0.02,1.01,14.09,87.09,-9.48,10.67,-103.88,-50.72,21.00
33470,19.61,1040.20,668.16,668.18,-0.03,0.04,1.06,-0.31,126.14,-13.69,10.54,-99.63,-51.14,21.00
33502,19.61,1040.19,668.27,668.20,-0.16,0.05,1.12,-9.01,172.51,-5.55,10.14,-93.76,-51.32,21.48
33534,19.61,1040.19,668.27,668.21,-0.31,0.05,1.19,-14.14,201.06,2.78,9.59,-86.99,-51.23,21.48
33565,19.61,1040.19,668.27,668.22,-0.41,0.03,1.25,-20.13,204.60,1.41,8.86,-80.37,-51.19,21.00
33596,19.61,1040.19,668.23,668.23,-0.52,0.05,1.30,-25.07,194.63,-2.58,8.01,-74.11,-51.27,20.51
33630,19.61,1040.19,668.23,668.23,-0.57,0.06,1.32,-22.45,195.96,5.90,7.20,-67.33,-51.07,21.00
33662,19.61,1040.19,668.23,668.23,-0.57,0.06,1.31,-14.93,215.23,14.72,6.68,-60.45,-50.60,21.48
33693,19.61,1040.24,667.89,668.16,-0.59,0.04,1.31,-5.62,234.14,12.52,6.45,-53.34,-50.21,21.00
33724,19.61,1040.24,667.89,668.11,-0.54,0.03,1.31,5.17,231.97,3.30,6.55,-46.48,-50.11,21.00
33756,19.61,1040.24,667.89,668.07,-0.47,0.03,1.29,16.85,205.27,-2.70,7.02,-40.40,-50.19,21.00
33790,19.61,1040.21,668.13,668.08,-0.36,0.03,1.25,28.49,167.17,-3.58,7.91,-35.40,-50.31,20.51
33821,19.61,1040.21,668.13,668.09,-0.23,0.03,1.18,36.71,146.17,-6.07,8.94,-31.72,-50.50,20.51
33852,19.61,1040.21,668.13,668.10,-0.09,0.01,1.10,40.99,140.72,-12.93,10.07,-28.41,-50.90,20.51
33884,19.61,1040.22,668.01,668.08,0.00,0.02,1.06,40.67,135.81,-16.93,11.21,-25.29,-51.45,21.00
33916,19.61,1040.22,668.01,668.07,0.09,0.02,1.05,36.99,114.81,-13.57,12.22,-22.98,-51.88,21.00
33947,19.61,1040.22,668.01,668.06,0.18,0.01,1.01,30.32,79.71,-9.22,12.95,-21.99,-52.17,21.48
33986,19.61,1040.21,668.10,668.06,0.25,0.00,1.00,18.94,24.25,-7.25,13.47,-22.60,-52.45,21.00
34017,19.61,1040.21,668.10,668.07,0.27,-0.00,0.98,9.07,-12.07,-6.73,13.52,-24.52,-52.66,21.00
34049,19.61,1040.21,668.10,668.08,0.27,0.01,0.96,0.93,-36.33,-1.58,13.34,-27.19,-52.71,20.51
34081,19.61,1040.19,668.29,668.12,0.24,0.01,0.97,-5.59,-53.12,5.38,12.95,-30.29,-52.53,21.48
34112,19.61,1040.19,668.29,668.15,0.18,0.01,0.99,-12.74,-74.41,8.83,12.35,-33.91,-52.25,21.00
34146,19.61,1040.19,668.29,668.18,0.06,0.01,1.05,-20.20,-107.84,7.84,11.50,-38.48,-51.99,21.00
34178,19.61,1040.18,668.31,668.21,-0.05,0.02,1.09,-26.46,-145.46,4.34,10.51,-43.92,-51.86,21.00
34210,19.61,1040.18,668.31,668.23,-0.20,0.04,1.16,-29.65,-177.89,4.74,9.46,-50.12,-51.70,21.48
34242,19.61,1040.18,668.31,668.25,-0.33,0.04,1.19,-29.55,-194.91,7.82,8.43,-56.62,-51.45,20.02
34273,19.61,1040.20,668.20,668.24,-0.42,0.04,1.23,-29.13,-195.99,2.52,7.45,-62.75,-51.38,21.48
34307,19.61,1040.20,668.20,668.23,-0.48,0.05,1.27,-28.16,-190.53,-7.58,6.45,-69.13,-51.63,20.51
34339,19.61,1040.20,668.20,668.22,-0.52,0.05,1.29,-23.00,-192.70,-9.80,5.69,-75.04,-51.95,21.00
34370,19.60,1040.21,668.11,668.20,-0.56,0.06,1.31,-15.93,-204.79,-6.90,5.19,-81.00,-52.16,20.51
34401,19.60,1040.21,668.11,668.18,-0.51,0.04,1.28,-9.32,-215.61,-9.66,4.89,-87.18,-52.46,21.00
34433,19.60,1040.21,668.11,668.17,-0.45,0.04,1.24,-3.24,-209.69,-18.30,4.77,-93.31,-53.05,21.00
34465,19.60,1040.22,668.01,668.14,-0.32,0.04,1.17,6.67,-183.66,-18.03,4.96,-98.59,-53.62,21.00
34498,19.60,1040.22,668.01,668.11,-0.24,0.05,1.15,19.20,-150.67,-6.13,5.58,-102.96,-53.82,20.51
34529,19.60,1040.22,668.01,668.09,-0.18,0.02,1.14,27.39,-132.15,-0.15,6.37,-106.43,-53.83,20.51
34561,19.60,1040.22,668.03,668.08,-0.09,0.00,1.11,27.77,-127.61,-12.42,7.16,-109.90,-54.23,20.51
34593,19.60,1040.22,668.03,668.07,-0.03,0.03,1.06,28.56,-124.13,-15.07,7.99,-113.26,-54.71,21.48
34624,19.60,1040.22,668.03,668.06,0.08,0.05,1.01,31.22,-105.63,2.45,8.91,-116.10,-54.63,21.00
34658,19.61,1040.19,668.26,668.10,0.23,0.02,0.93,30.49,-67.41,19.55,9.79,-117.92,-53.99,20.51
34690,19.61,1040.19,668.26,668.13,0.30,-0.01,0.91,22.67,-25.31,15.67,10.34,-118.42,-53.48,21.48
34722,19.61,1040.19,668.26,668.16,0.34,-0.02,0.90,11.43,9.53,2.26,10.51,-117.86,-53.41,21.00
34754,19.60,1040.20,668.17,668.16,0.32,-0.00,0.91,3.57,31.79,0.22,10.46,-116.59,-53.40,21.00
34785,19.60,1040.20,668.17,668.16,0.30,0.01,0.93,-0.11,47.64,10.98,10.30,-114.87,-53.06,20.51
34819,19.60,1040.20,668.17,668.16,0.20,-0.01,0.98,-5.82,63.24,11.91,9.94,-112.38,-52.66,21.00
34851,19.60,1040.20,668.18,668.17,0.10,-0.01,1.01,-14.13,84.17,-3.95,9.33,-109.30,-52.79,20.51
34882,19.60,1040.20,668.18,668.17,-0.01,0.02,1.05,-15.59,114.75,-8.70,8.74,-105.31,-53.06,21.48
34913,19.60,1040.20,668.18,668.17,-0.11,0.04,1.10,-8.83,149.64,7.30,8.38,-100.24,-52.83,20.51
34945,19.61,1040.22,667.99,668.14,-0.22,0.02,1.15,-3.45,172.91,13.12,8.17,-94.29,-52.41,20.02
34977,19.61,1040.22,667.99,668.11,-0.31,0.01,1.21,-4.74,177.47,-4.23,7.91,-88.25,-52.54,20.51
35010,19.61,1040.22,667.99,668.09,-0.39,0.03,1.25,-3.36,173.35,-15.00,7.72,-82.22,-53.04,20.51
35041,19.60,1040.24,667.82,668.03,-0.45,0.06,1.26,5.80,177.18,-3.42,7.85,-76.50,-53.15,20.02
35073,19.60,1040.24,667.82,667.99,-0.47,0.04,1.27,15.43,191.56,5.67,8.25,-70.25,-52.96,20.51
35105,19.60,1040.24,667.82,667.96,-0.49,0.02,1.27,18.55,205.39,-8.10,8.73,-63.68,-53.22,21.48
35136,19.60,1040.24,667.86,667.94,-0.45,0.04,1.26,19.05,204.71,-22.62,9.23,-57.29,-53.95,20.02
35170,19.60,1040.23,667.92,667.93,-0.38,0.05,1.25,24.01,185.55,-14.87,9.92,-51.50,-54.44,21.00
35202,19.60,1040.23,667.92,667.93,-0.30,0.04,1.21,25.97,160.65,-6.70,10.62,-46.85,-54.65,21.00
35234,19.60,1040.23,667.74,667.89,-0.19,0.02,1.17,21.37,140.80,-12.03,11.15,-43.02,-55.04,21.48
35266,19.60,1040.25,667.74,667.86,-0.10,0.02,1.11,15.80,128.74,-17.42,11.49,-39.71,-55.59,21.48
35297,19.60,1040.25,667.74,667.84,0.01,0.04,1.06,12.53,119.39,-9.81,11.73,-37.00,-55.90,21.00
35331,19.60,1040.22,668.05,667.88,0.09,0.03,1.04,8.84,100.78,0.75,11.86,-34.70,-55.87,21.00
35363,19.60,1040.22,668.05,667.91,0.17,0.00,1.03,1.66,70.71,0.93,11.73,-33.67,-55.84,21.48
35394,19.60,1040.22,668.05,667.94,0.19,-0.01,1.01,-7.27,34.13,-5.90,11.31,-33.87,-56.03,21.00
35425,19.60,1040.22,668.05,667.96,0.22,0.00,1.00,-14.55,-1.45,-9.46,10.69,-35.18,-56.32,20.51
35457,19.60,1040.23,667.93,667.96,0.20,0.02,0.99,-16.69,-28.21,-2.04,10.02,-37.29,-56.39,20.51
35489,19.60,1040.23,667.93,667.95,0.18,0.01,0.99,-15.41,-47.74,9.53,9.40,-39.94,-56.08,20.51
35522,19.60,1040.23,667.93,667.95,0.16,-0.01,1.00,-15.33,-65.54,10.03,8.76,-43.14,-55.75,21.00
35553,19.60,1040.22,668.03,667.96,0.07,-0.01,1.05,-16.97,-88.42,-3.29,8.10,-46.74,-55.85,20.51
35585,19.60,1040.22,668.03,667.98,-0.03,0.01,1.10,-15.45,-120.38,-12.76,7.51,-51.24,-56.26,21.00
35617,19.60,1040.22,668.03,667.99,-0.14,0.03,1.12,-8.00,-153.38,-5.26,7.19,-56.58,-56.43,21.00
35648,19.60,1040.20,668.21,668.03,-0.24,0.01,1.16,1.19,-175.46,0.43,7.15,-62.41,-56.41,21.00
35682,19.60,1040.20,668.21,668.07,-0.32,0.01,1.19,7.00,-182.56,-13.11,7.29,-68.46,-56.85,21.00
35714,19.60,1040.20,668.21,668.10,-0.36,0.03,1.20,13.26,-177.05,-25.14,7.63,-74.01,-57.65,21.00
35746,19.61,1040.22,668.03,668.08,-0.42,0.06,1.24,23.71,-173.46,-14.49,8.32,-79.29,-58.12,21.48
35778,19.61,1040.22,668.03,668.07,-0.43,0.04,1.25,31.25,-180.99,-2.15,9.22,-84.69,-58.18,21.00
35809,19.61,1040.22,668.03,668.06,-0.43,0.03,1.25,32.12,-192.56,-2.35,10.09,-90.16,-58.26,21.00
35843,19.61,1040.22,668.01,668.05,-0.37,0.04,1.21,28.38,-193.98,-6.38,10.91,-96.18,-58.47,21.00
35875,19.61,1040.22,668.01,668.04,-0.29,0.05,1.17,26.23,-174.35,2.71,11.61,-101.14,-58.39,21.00
35906,19.61,1040.22,668.01,668.04,-0.23,0.05,1.15,21.46,-146.82,15.71,12.12,-105.04,-57.90,21.00
35937,19.60,1040.25,667.82,667.99,-0.17,0.03,1.12,10.45,-125.34,17.16,12.28,-108.27,-57.37,21.48
35969,19.60,1040.25,667.82,667.96,-0.10,0.03,1.11,-1.76,-114.35,12.03,12.05,-111.29,-56.98,21.48
36001,19.60,1040.25,667.82,667.93,-0.02,0.04,1.08,-9.82,-107.32,18.60,11.59,-114.10,-56.39,21.00
36034,19.61,1040.20,668.20,667.98,0.10,0.02,1.01,-13.97,-90.88,32.60,10.98,-116.57,-55.31,20.51
36065,19.61,1040.20,668.20,668.03,0.20,-0.01,0.95,-18.17,-63.14,32.00,10.24,-118.09,-54.32,21.00
36097,19.61,1040.20,668.20,668.06,0.26,-0.03,0.93,-21.67,-29.25,15.55,9.37,-118.65,-53.82,20.51
36129,19.60,1040.21,668.11,668.07,0.29,-0.02,0.93,-19.76,2.04,4.00,8.59,-118.25,-53.69,21.00
36160,19.60,1040.21,668.11,668.08,0.27,-0.00,0.94,-10.90,25.88,9.29,8.12,-117.09,-53.40,21.00
36194,19.60,1040.21,668.11,668.09,0.22,-0.01,0.96,1.40,43.20,18.45,8.04,-115.31,-52.79,21.00
36226,19.60,1040.18,668.31,668.13,0.16,-0.03,1.00,7.43,58.02,5.96,8.12,-113.06,-52.60,21.00
36258,19.60,1040.18,668.31,668.17,0.09,-0.02,1.02,10.84,78.19,-13.68,8.32,-110.14,-53.04,20.51
36290,19.60,1040.18,668.31,668.19,0.02,0.01,1.05,18.24,105.90,-13.54,8.79,-106.34,-53.47,21.00
36321,19.60,1040.20,668.21,668.20,-0.07,0.02,1.09,26.87,133.17,-4.65,9.50,-101.79,-53.61,21.00
36355,19.60,1040.20,668.21,668.20,-0.18,0.01,1.15,28.04,153.20,-12.38,10.30,-96.16,-54.03,21.00
36387,19.60,1040.20,668.21,668.20,-0.27,0.02,1.18,22.23,159.81,-29.19,10.86,-90.67,-54.97,21.00
36418,19.60,1040.21,668.08,668.18,-0.33,0.05,1.21,19.40,162.23,-28.53,11.33,-85.31,-55.85,21.48
36449,19.60,1040.21,668.08,668.16,-0.38,0.05,1.24,19.83,168.51,-16.18,11.80,-79.84,-56.35,20.51
36481,19.60,1040.21,668.08,668.14,-0.40,0.03,1.24,15.94,179.23,-17.39,12.13,-73.96,-56.91,21.00
36513,19.60,1040.20,668.15,668.15,-0.39,0.03,1.24,7.68,184.55,-28.09,12.21,-68.04,-57.81,21.48
36546,19.60,1040.20,668.15,668.15,-0.39,0.06,1.24,0.99,181.82,-25.69,12.10,-62.14,-58.66,21.00
36577,19.60,1040.20,668.15,668.15,-0.31,0.05,1.22,-0.95,168.49,-10.74,11.92,-57.20,-58.99,20.51
36609,19.60,1040.21,668.07,668.13,-0.26,0.03,1.19,-5.03,152.25,-3.51,11.60,-52.73,-59.10,21.00
36641,19.60,1040.21,668.07,668.12,-0.16,0.02,1.15,-12.75,138.88,-8.41,11.03,-48.86,-59.37,21.00
36672,19.60,1040.21,668.07,668.11,-0.06,0.02,1.11,-19.01,127.00,-8.88,10.28,-45.53,-59.66,20.51
36706,19.60,1040.21,668.08,668.10,0.01,0.02,1.07,-20.03,111.61,2.10,9.50,-42.72,-59.59,21.00
36738,19.60,1040.21,668.08,668.10,0.08,0.01,1.05,-19.09,88.75,11.62,8.78,-40.86,-59.21,20.51
36770,19.60,1040.21,668.08,668.09,0.14,-0.00,1.03,-17.88,59.59,11.67,8.08,-40.02,-58.84,21.00
36802,19.60,1040.21,668.06,668.09,0.18,-0.02,1.02,-16.02,28.17,4.03,7.45,-40.24,-58.71,21.00
36833,19.60,1040.21,668.06,668.08,0.19,-0.01,1.00,-11.67,-0.82,-2.96,6.98,-41.37,-58.80,21.48
36867,19.60,1040.21,668.06,668.08,0.18,-0.00,1.00,-2.80,-26.73,-3.26,6.79,-43.33,-58.91,21.48
36899,19.60,1040.23,667.91,668.05,0.15,-0.01,1.02,7.02,-47.61,-0.36,6.92,-45.82,-58.93,20.51
36930,19.60,1040.23,667.91,668.02,0.12,-0.01,1.02,14.04,-70.22,-3.89,7.24,-48.86,-59.05,20.02
36961,19.60,1040.23,667.91,668.00,0.04,-0.01,1.06,17.42,-94.99,-15.72,7.66,-52.51,-59.53,21.48
36993,19.60,1040.21,668.08,668.01,-0.04,0.01,1.09,21.91,-120.74,-18.06,8.25,-56.90,-60.11,20.51
37025,19.60,1040.21,668.08,668.03,-0.14,0.02,1.13,28.49,-143.28,-7.89,9.05,-61.81,-60.36,21.00
37058,19.60,1040.21,668.08,668.04,-0.23,0.01,1.16,32.73,-158.82,-3.45,9.99,-67.19,-60.48,20.51
37089,19.60,1040.22,668.02,668.04,-0.29,0.01,1.18,32.06,-165.83,-10.93,10.82,-72.30,-60.82,21.48
37121,19.60,1040.22,668.02,668.03,-0.32,0.04,1.19,31.68,-167.72,-7.78,11.69,-77.51,-61.07,21.00
37153,19.60,1040.22,668.02,668.03,-0.36,0.05,1.22,29.91,-167.45,7.97,12.49,-82.58,-60.81,21.00
37184,19.60,1040.23,667.98,668.02,-0.36,0.04,1.22,22.85,-170.01,19.24,13.04,-87.63,-60.19,21.48
37218,19.60,1040.23,667.98,668.01,-0.34,0.03,1.21,9.25,-171.67,17.42,13.15,-92.80,-59.62,21.00
37250,19.60,1040.23,667.98,668.00,-0.30,0.04,1.19,-2.05,-165.49,16.02,12.91,-97.55,-59.11,21.48
37282,19.60,1040.22,667.99,668.00,-0.25,0.04,1.16,-9.48,-151.74,25.61,12.44,-101.81,-58.29,21.00
37314,19.60,1040.22,667.99,668.00,-0.19,0.03,1.13,-16.80,-133.41,27.44,11.74,-105.47,-57.41,20.51
37346,19.60,1040.22,667.99,668.00,-0.14,0.01,1.12,-23.26,-118.53,20.92,10.84,-108.63,-56.74,20.51
37381,19.60,1040.22,668.06,668.01,-0.06,0.02,1.08,-24.37,-105.38,19.13,9.86,-111.71,-56.07,21.48
37413,19.60,1040.22,668.06,668.02,0.03,0.01,1.04,-20.17,-92.15,22.55,9.08,-114.09,-55.35,21.48
37444,19.60,1040.22,668.06,668.03,0.12,-0.01,1.00,-15.77,-75.25,18.06,8.45,-115.92,-54.79,21.00
37475,19.60,1040.22,667.98,668.02,0.20,-0.03,0.96,-11.22,-51.02,6.57,7.96,-117.08,-54.59,20.51
37507,19.60,1040.22,667.98,668.01,0.24,-0.02,0.94,-4.72,-24.21,-2.47,7.67,-117.48,-54.66,20.51
37539,19.60,1040.22,667.98,668.01,0.26,-0.01,0.94,4.42,1.91,-3.39,7.69,-117.07,-54.77,20.02
37572,19.60,1040.22,668.06,668.02,0.23,-0.02,0.95,13.34,26.02,-3.92,7.98,-115.86,-54.90,21.00
37603,19.60,1040.22,668.06,668.03,0.17,-0.02,0.98,19.77,46.40,-9.87,8.45,-114.02,-55.21,21.00
37635,19.60,1040.22,668.06,668.03,0.13,-0.01,0.99,24.18,65.59,-17.84,9.07,-111.53,-55.78,21.00
37667,19.60,1040.22,668.04,668.03,0.06,0.00,1.03,27.20,85.03,-20.18,9.80,-108.39,-56.43,21.00
37698,19.60,1040.22,668.04,668.03,-0.01,0.01,1.07,28.10,102.37,-20.32,10.52,-104.80,-57.05,20.51
37731,19.60,1040.22,668.04,668.03,-0.10,0.02,1.10,24.79,123.97,-25.22,11.18,-100.29,-57.89,20.51
37763,19.60,1040.23,667.93,668.01,-0.17,0.03,1.14,19.60,139.06,-28.68,11.64,-95.45,-58.81,20.51
37795,19.60,1040.23,667.93,668.00,-0.24,0.03,1.17,13.63,150.89,-26.90,11.92,-90.27,-59.67,20.51
37826,19.60,1040.23,667.93,667.98,-0.30,0.04,1.21,5.63,157.23,-25.72,11.93,-85.11,-60.46,20.02
37857,19.60,1040.24,667.83,667.95,-0.34,0.04,1.22,-2.45,161.87,-23.39,11.70,-79.87,-61.19,21.00
37891,19.60,1040.24,667.83,667.93,-0.35,0.05,1.22,-8.97,167.47,-15.90,11.26,-74.07,-61.73,21.00
37923,19.60,1040.24,667.83,667.91,-0.33,0.04,1.22,-14.80,168.01,-11.13,10.65,-68.71,-62.08,21.00
37954,19.60,1040.22,668.01,667.93,-0.31,0.04,1.21,-19.91,163.81,-7.42,9.92,-63.77,-62.31,21.48
37985,19.60,1040.22,668.01,667.94,-0.26,0.03,1.20,-23.44,156.40,-0.94,9.09,-59.19,-62.34,21.00
38017,19.60,1040.22,668.01,667.96,-0.19,0.03,1.15,-24.86,144.39,6.92,8.20,-54.99,-62.12,21.00
38049,19.60,1040.23,667.91,667.95,-0.11,0.02,1.12,-25.87,130.04,12.08,7.30,-51.40,-61.74,20.02
38082,19.60,1040.23,667.91,667.94,-0.03,0.02,1.08,-23.55,111.94,18.25,6.45,-48.42,-61.13,21.00
38113,19.60,1040.23,667.91,667.93,0.05,-0.00,1.07,-18.19,90.84,20.11,5.82,-46.44,-60.51,20.51
38145,19.60,1040.24,667.82,667.91,0.08,-0.01,1.05,-12.31,65.82,14.71,5.35,-45.23,-60.04,21.48
38177,19.60,1040.24,667.82,667.89,0.13,-0.02,1.04,-5.04,40.02,6.61,5.11,-44.91,-59.83,20.51
38208,19.60,1040.24,667.82,667.88,0.15,-0.01,1.02,4.29,16.45,1.38,5.18,-45.35,-59.78,21.00
38242,19.60,1040.23,667.96,667.89,0.15,-0.01,1.02,15.13,-5.69,-0.45,5.60,-46.49,-59.80,21.48
38274,19.60,1040.23,667.96,667.91,0.15,-0.01,1.02,23.17,-26.77,-2.52,6.25,-48.27,-59.88,20.51
38306,19.60,1040.23,667.96,667.92,0.13,-0.01,1.03,27.87,-51.08,-6.64,7.03,-50.73,-60.09,21.00
38338,19.60,1040.22,667.99,667.93,0.08,-0.02,1.05,29.74,-77.93,-11.54,7.85,-53.95,-60.46,20.51
38369,19.60,1040.22,667.99,667.95,0.02,-0.00,1.06,29.19,-101.54,-12.96,8.63,-57.67,-60.86,20.51
38403,19.60,1040.22,667.99,667.96,-0.05,0.01,1.09,29.13,-121.08,-9.46,9.49,-62.19,-61.18,21.00
38435,19.60,1040.24,667.88,667.94,-0.15,0.02,1.13,29.03,-135.43,-4.24,10.27,-66.74,-61.32,21.00
38466,19.60,1040.24,667.88,667.93,-0.22,0.02,1.16,27.19,-147.64,-2.27,10.96,-71.37,-61.39,20.51
38497,19.60,1040.24,667.88,667.92,-0.26,0.03,1.17,22.07,-154.73,-0.68,11.49,-76.10,-61.41,20.51
38529,19.60,1040.20,668.16,667.97,-0.28,0.05,1.18,15.11,-157.14,6.90,11.82,-80.93,-61.19,21.00
38561,19.60,1040.20,668.16,668.01,-0.30,0.04,1.19,6.47,-157.58,14.64,11.87,-85.66,-60.72,21.00
38594,19.60,1040.20,668.16,668.04,-0.31,0.04,1.20,-4.28,-156.42,17.27,11.58,-90.41,-60.15,20.51
38625,19.60,1040.25,667.74,667.98,-0.27,0.03,1.19,-13.94,-153.69,15.13,11.00,-94.71,-59.68,20.02
38657,19.60,1040.25,667.74,667.93,-0.24,0.04,1.16,-19.71,-147.34,17.80,10.24,-98.90,-59.11,21.00
38689,19.60,1040.25,667.74,667.89,-0.20,0.02,1.15,-22.35,-136.35,17.27,9.40,-102.69,-58.56,21.00
38720,19.60,1040.23,667.97,667.91,-0.13,0.01,1.12,-22.92,-122.44,11.27,8.55,-106.04,-58.20,20.51
38754,19.60,1040.23,667.97,667.92,-0.08,0.01,1.08,-19.85,-106.54,6.28,7.80,-108.98,-57.99,20.51
38786,19.60,1040.23,667.97,667.93,-0.02,-0.00,1.06,-13.47,-92.93,5.82,7.27,-111.39,-57.81,20.02
38818,19.60,1040.22,667.99,667.94,0.04,-0.00,1.04,-6.03,-79.37,3.99,6.97,-113.38,-57.68,21.00
38850,19.60,1040.22,667.99,667.95,0.12,-0.01,1.00,0.73,-62.58,-1.60,6.89,-114.91,-57.73,21.00
38881,19.60,1040.22,667.99,667.96,0.18,-0.02,0.97,7.40,-41.12,-8.01,7.01,-115.76,-57.98,21.00
38915,19.60,1040.22,668.03,667.97,0.22,-0.02,0.95,14.35,-15.75,-12.62,7.37,-115.93,-58.41,21.48
38947,19.60,1040.22,668.03,667.99,0.22,-0.01,0.96,19.58,8.33,-14.33,7.88,-115.30,-58.87,20.51
38978,19.60,1040.22,668.03,668.00,0.20,0.00,0.97,22.49,30.30,-13.98,8.45,-114.00,-59.30,21.48
39009,19.60,1040.23,667.97,667.99,0.15,0.00,0.99,23.78,50.69,-11.95,9.05,-112.05,-59.67,21.48
39041,19.60,1040.23,667.97,667.99,0.10,-0.00,1.02,21.00,69.58,-14.81,9.58,-109.43,-60.14,20.51
39073,19.60,1040.23,667.97,667.98,0.04,0.01,1.05,13.98,86.62,-20.70,9.89,-106.27,-60.81,20.51
39106,19.60,1040.23,667.99,667.98,-0.03,0.03,1.07,6.45,102.57,-18.44,9.97,-102.49,-61.42,21.00
39137,19.60,1040.22,667.99,667.99,-0.10,0.03,1.11,-0.29,119.58,-10.74,9.85,-98.40,-61.75,21.00
39169,19.60,1040.22,667.99,667.99,-0.16,0.02,1.15,-7.53,133.64,-6.41,9.49,-93.77,-61.95,20.51
